#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",TotCases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,Date
121,Bahamas,6790,55.0,149.0,3.0,4632.0,139.0,2009.0,6.0,17211,378.0,36409.0,92287.0,394518,North America,58,2648.0,11.0,11/03/2020
122,Botswana,6642,,24.0,,4676.0,,1942.0,1.0,2805,10.0,299546.0,126523.0,2367513,Africa,356,98646.0,8.0,11/03/2020
123,Malta,6506,106.0,64.0,,4505.0,108.0,1937.0,15.0,14721,145.0,346106.0,783143.0,441945,Europe,68,6905.0,1.0,11/03/2020
124,Latvia,6439,171.0,79.0,2.0,1444.0,38.0,4916.0,15.0,3427,42.0,465644.0,247821.0,1878956,Europe,292,23784.0,4.0,11/03/2020
125,Malawi,5934,1.0,184.0,,5333.0,10.0,417.0,4.0,308,10.0,63505.0,3291.0,19294084,Africa,3251,104859.0,304.0,11/03/2020
126,Eswatini,5929,,117.0,,5657.0,,155.0,8.0,5093,100.0,46202.0,39684.0,1164234,Africa,196,9951.0,25.0,11/03/2020
127,Réunion,5898,,26.0,,4884.0,,988.0,12.0,6572,29.0,35419.0,39465.0,897486,Africa,152,34519.0,25.0,11/03/2020
128,Syria,5888,45.0,298.0,3.0,2100.0,39.0,3490.0,,334,17.0,,,17642114,Asia,2996,59202.0,,11/03/2020
129,Trinidad and Tobago,5754,50.0,110.0,1.0,4929.0,42.0,715.0,14.0,4107,79.0,33383.0,23827.0,1401037,North America,243,12737.0,42.0,11/03/2020
130,Djibouti,5575,2.0,61.0,,5467.0,7.0,47.0,,5615,61.0,85477.0,86093.0,992843,Africa,178,16276.0,12.0,11/03/2020
131,Nicaragua,5514,,156.0,,4225.0,,1133.0,,829,23.0,,,6651208,North America,1206,42636.0,,11/03/2020
132,Hong Kong,5346,9.0,105.0,,5109.0,7.0,132.0,9.0,711,14.0,3707664.0,493195.0,7517647,Asia,1406,71597.0,2.0,11/03/2020
133,Congo,5290,,92.0,,3887.0,,1311.0,,951,17.0,,,5563260,Africa,1052,60470.0,,11/03/2020
134,Suriname,5212,,111.0,,5082.0,,19.0,4.0,8858,189.0,19031.0,32343.0,588416,South America,113,5301.0,31.0,11/03/2020
135,Rwanda,5162,7.0,35.0,,4930.0,8.0,197.0,,395,3.0,561891.0,43027.0,13058977,Africa,2530,373114.0,23.0,11/03/2020
136,Estonia,5125,80.0,73.0,,3904.0,72.0,1148.0,4.0,3863,55.0,266422.0,200794.0,1326841,Europe,259,18176.0,5.0,11/03/2020
137,Equatorial Guinea,5089,,83.0,,4965.0,,41.0,1.0,3589,59.0,66077.0,46594.0,1418141,Africa,279,17086.0,21.0,11/03/2020
138,Iceland,4958,27.0,16.0,,4081.0,71.0,861.0,4.0,14497,47.0,357664.0,1045810.0,341997,Europe,69,21375.0,1.0,11/03/2020
139,Cyprus,4934,174.0,27.0,,1882.0,,3025.0,7.0,4077,22.0,488264.0,403408.0,1210348,Asia,245,44828.0,2.0,11/03/2020
140,Andorra,4910,22.0,75.0,,3627.0,79.0,1208.0,22.0,63513,970.0,146308.0,1892558.0,77307,Europe,16,1031.0,1.0,11/03/2020
141,CAR,4866,,62.0,,1924.0,,2880.0,2.0,1002,13.0,32711.0,6733.0,4857966,Africa,998,78354.0,149.0,11/03/2020
142,Aruba,4538,14.0,38.0,,4340.0,9.0,160.0,4.0,42443,355.0,40727.0,380907.0,106921,North America,24,2814.0,3.0,11/03/2020
143,Mayotte,4524,35.0,45.0,,2964.0,,1515.0,6.0,16451,164.0,15781.0,57384.0,275006,Africa,61,6111.0,17.0,11/03/2020
144,Guyana,4238,,128.0,,3264.0,,846.0,9.0,5379,162.0,20067.0,25471.0,787847,South America,186,6155.0,39.0,11/03/2020
145,Somalia,3941,,104.0,,3185.0,,652.0,,246,6.0,,,16040033,Africa,4070,154231.0,,11/03/2020
146,Thailand,3797,10.0,59.0,,3605.0,10.0,133.0,1.0,54,0.8,977854.0,13997.0,69859888,Asia,18399,1184066.0,71.0,11/03/2020
147,Gambia,3672,,119.0,,3196.0,,357.0,,1505,49.0,21088.0,8646.0,2439141,Africa,664,20497.0,116.0,11/03/2020
148,Belize,3624,47.0,59.0,,2230.0,23.0,1335.0,2.0,9059,147.0,23311.0,58270.0,400050,North America,110,6781.0,17.0,11/03/2020
149,Mali,3573,,136.0,,2769.0,,668.0,,175,7.0,76182.0,3726.0,20443716,Africa,5722,150321.0,268.0,11/03/2020
150,Martinique,3552,,30.0,,98.0,,3424.0,16.0,9468,80.0,50071.0,133464.0,375165,North America,106,12506.0,7.0,11/03/2020
151,Uruguay,3165,,60.0,,2658.0,,447.0,9.0,910,17.0,325144.0,93490.0,3477843,South America,1099,57964.0,11.0,11/03/2020
152,South Sudan,2926,,59.0,,1290.0,,1577.0,,260,5.0,12044.0,1072.0,11238116,Africa,3841,190477.0,933.0,11/03/2020
153,Benin,2683,,41.0,,2455.0,,187.0,,219,3.0,249629.0,20414.0,12228583,Africa,4558,298258.0,49.0,11/03/2020
154,Burkina Faso,2517,,67.0,,2281.0,,169.0,,119,3.0,,,21093179,Africa,8380,314824.0,,11/03/2020
155,Guinea-Bissau,2413,,41.0,,1818.0,,554.0,5.0,1217,21.0,,,1983491,Africa,822,48378.0,,11/03/2020
156,Sierra Leone,2366,,74.0,,1802.0,,490.0,,295,9.0,,,8031246,Africa,3394,108530.0,,11/03/2020
157,Togo,2364,,57.0,,1681.0,,626.0,,283,7.0,121438.0,14555.0,8343359,Africa,3529,146375.0,69.0,11/03/2020
158,Yemen,2063,,601.0,,1375.0,,87.0,,69,20.0,16658.0,554.0,30045204,Asia,14564,49992.0,1804.0,11/03/2020
159,New Zealand,1968,5.0,25.0,,1868.0,11.0,75.0,,393,5.0,1106568.0,221221.0,5002100,Australia/Oceania,2542,200084.0,5.0,11/03/2020
160,Lesotho,1961,,44.0,,988.0,,929.0,,913,20.0,23023.0,10718.0,2148020,Africa,1095,48819.0,93.0,11/03/2020
161,Chad,1513,14.0,98.0,,1331.0,2.0,84.0,,91,6.0,,,16581752,Africa,10960,169202.0,,11/03/2020
162,Liberia,1436,,82.0,,1294.0,11.0,60.0,2.0,282,16.0,30332.0,5951.0,5097277,Africa,3550,62162.0,168.0,11/03/2020
163,Niger,1222,,69.0,,1141.0,,12.0,9.0,50,3.0,37722.0,1540.0,24493401,Africa,20044,354977.0,649.0,11/03/2020
164,Vietnam,1202,10.0,35.0,,1069.0,4.0,98.0,,12,0.4,1246480.0,12767.0,97635833,Asia,81228,2789595.0,78.0,11/03/2020
165,Curaçao,995,,1.0,,698.0,,296.0,6.0,6055,6.0,13283.0,80835.0,164322,North America,165,164322.0,12.0,11/03/2020
166,San Marino,994,66.0,42.0,,730.0,9.0,222.0,2.0,29274,1237.0,10800.0,318068.0,33955,Europe,34,808.0,3.0,11/03/2020
