#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",TotCases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,Date
36,Portugal,156940,7497.0,2694.0,59.0,88946.0,2357.0,65300.0,325.0,15407,264.0,3482414.0,341869.0,10186395,Europe,65,3781.0,3.0,11/04/2020
37,Bolivia,141936,69.0,8751.0,10.0,112526.0,471.0,20659.0,71.0,12103,746.0,335263.0,28589.0,11727185,South America,83,1340.0,35.0,11/04/2020
38,Sweden,137730,,5997.0,13.0,,,,73.0,13608,593.0,2242469.0,221569.0,10120882,Europe,73,1688.0,5.0,11/04/2020
39,UAE,137310,1161.0,505.0,2.0,134983.0,1493.0,1822.0,,13826,51.0,13581249.0,1367543.0,9931131,Asia,72,19666.0,1.0,11/04/2020
40,Panama,135592,,2731.0,,113379.0,,19482.0,110.0,31258,630.0,686698.0,158305.0,4337810,North America,32,1588.0,6.0,11/04/2020
41,Qatar,133370,227.0,232.0,,130414.0,212.0,2724.0,37.0,47500,83.0,995459.0,354533.0,2807805,Asia,21,12103.0,3.0,11/04/2020
42,Kuwait,128843,763.0,794.0,5.0,119742.0,662.0,8307.0,114.0,30019,185.0,940518.0,219132.0,4292024,Asia,33,5406.0,5.0,11/04/2020
43,Dominican Republic,127848,,2252.0,,105982.0,,19614.0,169.0,11745,207.0,605360.0,55614.0,10885081,North America,85,4834.0,18.0,11/04/2020
44,Austria,125099,6901.0,1227.0,35.0,77036.0,2744.0,46836.0,383.0,13863,136.0,2334815.0,258733.0,9024049,Europe,72,7355.0,4.0,11/04/2020
45,Oman,116847,319.0,1275.0,11.0,106903.0,363.0,8669.0,158.0,22688,248.0,376700.0,73144.0,5150129,Asia,44,4039.0,14.0,11/04/2020
46,Kazakhstan,113741,432.0,1857.0,,106893.0,177.0,4991.0,221.0,6033,98.0,3466616.0,183873.0,18853268,Asia,166,10153.0,5.0,11/04/2020
47,Costa Rica,112120,,1419.0,,68604.0,,42097.0,185.0,21941,278.0,318064.0,62243.0,5110030,North America,46,3601.0,16.0,11/04/2020
48,Guatemala,109147,664.0,3752.0,4.0,99167.0,509.0,6228.0,5.0,6054,208.0,442049.0,24521.0,18027601,North America,165,4805.0,41.0,11/04/2020
49,Egypt,108122,,6305.0,,99765.0,,2052.0,41.0,1050,61.0,135000.0,1311.0,102986580,Africa,953,16334.0,763.0,11/04/2020
50,Belarus,102313,984.0,995.0,3.0,88701.0,716.0,12617.0,,10829,105.0,2573132.0,272340.0,9448248,Europe,92,9496.0,4.0,11/04/2020
51,Japan,102281,,1780.0,,93855.0,,6646.0,163.0,810,14.0,2755446.0,21809.0,126342124,Asia,1235,70979.0,46.0,11/04/2020
52,Honduras,98688,283.0,2706.0,18.0,41848.0,732.0,54134.0,24.0,9910,272.0,231650.0,23263.0,9958039,North America,101,3680.0,43.0,11/04/2020
53,Ethiopia,97502,,1494.0,,55254.0,,40754.0,346.0,841,13.0,1498360.0,12926.0,115918291,Africa,1189,77589.0,77.0,11/04/2020
54,Armenia,97150,2374.0,1448.0,35.0,58811.0,1212.0,36891.0,,32764,488.0,418080.0,140998.0,2965154,Asia,31,2048.0,7.0,11/04/2020
55,Venezuela,93100,,810.0,,87941.0,,4349.0,117.0,3277,29.0,2127032.0,74874.0,28407992,South America,305,35072.0,13.0,11/04/2020
56,Hungary,90988,4219.0,2063.0,90.0,21232.0,376.0,67693.0,355.0,9427,214.0,1129648.0,117040.0,9651845,Europe,106,4679.0,9.0,11/04/2020
57,Jordan,86576,,967.0,,7993.0,,77616.0,374.0,8457,94.0,1934688.0,188976.0,10237749,Asia,118,10587.0,5.0,11/04/2020
218,China,86087,17.0,4634.0,,81061.0,16.0,392.0,9.0,60,3.0,160000000.0,111163.0,1439323776,Asia,16719,310601.0,9.0,11/04/2020
58,Lebanon,85209,,667.0,,43885.0,,40657.0,273.0,12503,98.0,1259561.0,184827.0,6814823,Asia,80,10217.0,5.0,11/04/2020
59,Bahrain,82363,,326.0,2.0,79680.0,,2357.0,18.0,47854,189.0,1780051.0,1034232.0,1721133,Asia,21,5280.0,1.0,11/04/2020
60,Moldova,77487,,1838.0,,57402.0,,18247.0,778.0,19224,456.0,379214.0,94081.0,4030713,Europe,52,2193.0,11.0,11/04/2020
61,Uzbekistan,67698,145.0,575.0,1.0,64885.0,70.0,2238.0,257.0,2013,17.0,1377915.0,40968.0,33634026,Asia,497,58494.0,24.0,11/04/2020
62,Slovakia,66772,3216.0,261.0,26.0,15474.0,1217.0,51037.0,196.0,12228,48.0,845615.0,154859.0,5460556,Europe,82,20922.0,6.0,11/04/2020
63,Paraguay,64628,,1441.0,,44523.0,,18664.0,125.0,9023,201.0,371762.0,51905.0,7162392,South America,111,4970.0,19.0,11/04/2020
64,Libya,64587,899.0,900.0,7.0,37610.0,615.0,26077.0,,9356,130.0,331898.0,48080.0,6903078,Africa,107,7670.0,21.0,11/04/2020
65,Tunisia,64363,1237.0,1512.0,29.0,5032.0,,57819.0,252.0,5427,127.0,363557.0,30652.0,11860853,Africa,184,7844.0,33.0,11/04/2020
66,Nigeria,63173,,1151.0,,59634.0,,2388.0,10.0,304,6.0,635410.0,3057.0,207852455,Africa,3290,180584.0,327.0,11/04/2020
67,Ireland,63048,,1922.0,,23364.0,,37762.0,41.0,12720,388.0,1667415.0,336403.0,4956607,Europe,79,2579.0,3.0,11/04/2020
68,Kyrgyzstan,60774,495.0,1163.0,4.0,51815.0,527.0,7796.0,24.0,9263,177.0,430463.0,65613.0,6560677,Asia,108,5641.0,15.0,11/04/2020
69,Bulgaria,60537,,1412.0,,21544.0,,37581.0,210.0,8735,204.0,746392.0,107701.0,6930208,Europe,114,4908.0,9.0,11/04/2020
70,Azerbaijan,59509,1227.0,780.0,12.0,45697.0,667.0,13032.0,,5851,77.0,1391253.0,136794.0,10170444,Asia,171,13039.0,7.0,11/04/2020
71,Algeria,58979,,1980.0,,40577.0,,16422.0,29.0,1337,45.0,,,44118881,Africa,748,22282.0,,11/04/2020
72,Singapore,58036,7.0,28.0,,57937.0,,71.0,,9893,5.0,3879052.0,661265.0,5866105,Asia,101,209504.0,2.0,11/04/2020
73,Kenya,57093,,1039.0,,37846.0,,18208.0,54.0,1054,19.0,708333.0,13076.0,54169845,Africa,949,52137.0,76.0,11/04/2020
74,Myanmar,56940,1136.0,1330.0,23.0,40778.0,1715.0,14832.0,,1044,24.0,737090.0,13516.0,54534940,Asia,958,41004.0,74.0,11/04/2020
75,Croatia,56567,2480.0,654.0,26.0,41070.0,1690.0,14843.0,118.0,13809,160.0,523382.0,127765.0,4096453,Europe,72,6264.0,8.0,11/04/2020
76,Palestine,56090,682.0,504.0,3.0,48224.0,480.0,7362.0,,10910,98.0,541875.0,105397.0,5141253,Asia,92,10201.0,9.0,11/04/2020
77,Bosnia and Herzegovina,55598,1776.0,1358.0,41.0,29389.0,233.0,24851.0,,16983,415.0,327103.0,99918.0,3273714,Europe,59,2411.0,10.0,11/04/2020
78,Serbia,53495,2412.0,850.0,6.0,31536.0,,21109.0,53.0,6131,97.0,1376236.0,157732.0,8725147,Europe,163,10265.0,6.0,11/04/2020
79,Denmark,50530,936.0,729.0,1.0,36892.0,781.0,12909.0,24.0,8713,126.0,5513701.0,950765.0,5799226,Europe,115,7955.0,1.0,11/04/2020
80,Ghana,48643,132.0,320.0,,47446.0,186.0,877.0,13.0,1555,10.0,538972.0,17224.0,31291525,Africa,643,97786.0,58.0,11/04/2020
81,Georgia,46817,2295.0,381.0,19.0,31170.0,2537.0,15266.0,,11744,96.0,860418.0,215832.0,3986514,Asia,85,10463.0,5.0,11/04/2020
82,Greece,44246,,655.0,,9989.0,,33602.0,169.0,4252,63.0,1829091.0,175784.0,10405354,Europe,235,15886.0,6.0,11/04/2020
83,Afghanistan,41814,86.0,1548.0,4.0,34362.0,7.0,5904.0,93.0,1066,39.0,123965.0,3161.0,39223155,Asia,938,25338.0,316.0,11/04/2020
84,Slovenia,39408,2025.0,441.0,29.0,15550.0,1476.0,23417.0,158.0,18955,212.0,381927.0,183704.0,2079037,Europe,53,4714.0,5.0,11/04/2020
85,Malaysia,35425,1032.0,271.0,8.0,24815.0,820.0,10339.0,82.0,1090,8.0,2198172.0,67621.0,32507208,Asia,918,119953.0,15.0,11/04/2020
86,El Salvador,34015,,992.0,5.0,29788.0,,3235.0,38.0,5235,153.0,478223.0,73602.0,6497455,North America,191,6550.0,14.0,11/04/2020
87,North Macedonia,33908,,1049.0,,21665.0,,11194.0,25.0,16276,504.0,255904.0,122833.0,2083344,Europe,61,1986.0,8.0,11/04/2020
88,Australia,27620,10.0,907.0,,25394.0,10.0,1319.0,1.0,1079,35.0,8927332.0,348713.0,25600785,Australia/Oceania,927,28226.0,3.0,11/04/2020
89,S. Korea,26925,118.0,474.0,2.0,24616.0,106.0,1835.0,53.0,525,9.0,2662260.0,51912.0,51284427,Asia,1905,108195.0,19.0,11/04/2020
90,Cameroon,22103,,429.0,,21151.0,,523.0,61.0,826,16.0,149000.0,5566.0,26767361,Africa,1211,62395.0,180.0,11/04/2020
91,Norway,21956,,282.0,,11863.0,,9811.0,12.0,4039,52.0,1754167.0,322708.0,5435765,Europe,248,19276.0,3.0,11/04/2020
92,Albania,21904,,532.0,,11473.0,,9899.0,14.0,7614,185.0,125423.0,43599.0,2876709,Europe,131,5407.0,23.0,11/04/2020
93,Ivory Coast,20765,,126.0,,20427.0,,212.0,,781,5.0,195528.0,7351.0,26597268,Africa,1281,211089.0,136.0,11/04/2020
94,Montenegro,19977,,322.0,,14635.0,,5020.0,28.0,31806,513.0,93721.0,149215.0,628093,Europe,31,1951.0,7.0,11/04/2020
95,Luxembourg,19634,,167.0,,10825.0,,8642.0,29.0,31193,265.0,1095526.0,1740502.0,629431,Europe,32,3769.0,1.0,11/04/2020
96,Lithuania,18092,639.0,182.0,7.0,5082.0,148.0,12828.0,51.0,6679,67.0,1050223.0,387686.0,2708955,Europe,150,14884.0,3.0,11/04/2020
97,Madagascar,17111,,244.0,,16409.0,,458.0,16.0,613,9.0,89524.0,3205.0,27929380,Africa,1632,114465.0,312.0,11/04/2020
98,Finland,16930,293.0,361.0,2.0,12700.0,1400.0,3869.0,15.0,3054,65.0,1565694.0,282428.0,5543691,Europe,327,15356.0,4.0,11/04/2020
99,Zambia,16698,37.0,349.0,,15819.0,56.0,530.0,,900,19.0,279302.0,15052.0,18555810,Africa,1111,53169.0,66.0,11/04/2020
100,Senegal,15650,10.0,326.0,,15245.0,96.0,79.0,4.0,926,19.0,210376.0,12455.0,16891541,Africa,1079,51815.0,80.0,11/04/2020
101,Sudan,13905,,837.0,,6764.0,,6304.0,,315,19.0,,,44193155,Africa,3178,52799.0,,11/04/2020
102,Uganda,13351,252.0,117.0,2.0,7623.0,11.0,5611.0,,289,3.0,558978.0,12094.0,46220817,Africa,3462,395050.0,83.0,11/04/2020
103,Mozambique,13202,,95.0,,10695.0,,2412.0,,418,3.0,192285.0,6095.0,31547722,Africa,2390,332081.0,164.0,11/04/2020
104,Namibia,13030,,133.0,,11304.0,,1593.0,5.0,5097,52.0,129317.0,50584.0,2556469,Africa,196,19222.0,20.0,11/04/2020
105,Guinea,12260,47.0,73.0,,10648.0,48.0,1539.0,24.0,925,6.0,44843.0,3384.0,13251842,Africa,1081,181532.0,296.0,11/04/2020
106,Sri Lanka,12018,274.0,23.0,,5858.0,277.0,6137.0,,560,1.0,545043.0,25417.0,21444144,Asia,1784,932354.0,39.0,11/04/2020
107,Maldives,11796,,38.0,,10962.0,,796.0,12.0,21693,70.0,150743.0,277220.0,543766,Asia,46,14310.0,4.0,11/04/2020
108,Angola,11577,,291.0,,5230.0,,6056.0,45.0,349,9.0,85213.0,2566.0,33206076,Africa,2868,114110.0,390.0,11/04/2020
109,DRC,11427,,315.0,,10783.0,,329.0,,126,3.0,,,90467280,Africa,7917,287198.0,,11/04/2020
110,Tajikistan,11180,41.0,83.0,,10438.0,49.0,659.0,,1163,9.0,,,9609687,Asia,860,115779.0,,11/04/2020
111,French Guiana,10577,,70.0,,9995.0,,512.0,3.0,35108,232.0,75222.0,249681.0,301273,South America,28,4304.0,4.0,11/04/2020
112,Jamaica,9326,30.0,215.0,1.0,4704.0,38.0,4407.0,6.0,3145,72.0,98381.0,33174.0,2965614,North America,318,13794.0,30.0,11/04/2020
113,Haiti,9057,,232.0,,7429.0,,1396.0,,791,20.0,32176.0,2810.0,11449898,North America,1264,49353.0,356.0,11/04/2020
114,Gabon,8984,,55.0,,8779.0,,150.0,3.0,4005,25.0,245611.0,109483.0,2243369,Africa,250,40789.0,9.0,11/04/2020
115,French Polynesia,8949,,38.0,,4842.0,,4069.0,26.0,31794,135.0,26355.0,93635.0,281466,Australia/Oceania,31,7407.0,11.0,11/04/2020
116,Cabo Verde,8944,,95.0,,8155.0,,694.0,23.0,16027,170.0,94729.0,169751.0,558048,Africa,62,5874.0,6.0,11/04/2020
117,Zimbabwe,8410,,246.0,,7942.0,,222.0,,563,16.0,166266.0,11132.0,14936438,Africa,1776,60717.0,90.0,11/04/2020
118,Guadeloupe,7903,,133.0,,2242.0,,5528.0,19.0,19750,332.0,70195.0,175423.0,400148,North America,51,3009.0,6.0,11/04/2020
119,Mauritania,7724,,164.0,,7437.0,,123.0,3.0,1647,35.0,88926.0,18959.0,4690549,Africa,607,28601.0,53.0,11/04/2020
120,Cuba,7035,,129.0,,6374.0,,532.0,5.0,621,11.0,866228.0,76493.0,11324224,North America,1610,87785.0,13.0,11/04/2020
121,Bahamas,6790,,149.0,,4632.0,,2009.0,6.0,17210,378.0,36409.0,92285.0,394529,North America,58,2648.0,11.0,11/04/2020
122,Latvia,6752,313.0,85.0,6.0,1444.0,,5223.0,15.0,3594,45.0,472972.0,251728.0,1878900,Europe,278,22105.0,4.0,11/04/2020
123,Botswana,6642,,24.0,,4676.0,,1942.0,1.0,2805,10.0,299546.0,126517.0,2367643,Africa,356,98652.0,8.0,11/04/2020
124,Malta,6590,84.0,65.0,1.0,4672.0,167.0,1853.0,15.0,14911,147.0,349150.0,790025.0,441948,Europe,67,6799.0,1.0,11/04/2020
125,Eswatini,5942,,117.0,,5669.0,,156.0,8.0,5104,100.0,54637.0,46928.0,1164267,Africa,196,9951.0,21.0,11/04/2020
126,Malawi,5934,,184.0,,5333.0,,417.0,4.0,308,10.0,63505.0,3291.0,19295439,Africa,3252,104867.0,304.0,11/04/2020
127,Réunion,5898,,26.0,,4884.0,,988.0,12.0,6572,29.0,35419.0,39464.0,897503,Africa,152,34519.0,25.0,11/04/2020
128,Syria,5888,,298.0,,2100.0,,3490.0,,334,17.0,,,17643279,Asia,2996,59206.0,,11/04/2020
129,Trinidad and Tobago,5754,,110.0,,4929.0,,715.0,14.0,4107,79.0,33383.0,23827.0,1401049,North America,243,12737.0,42.0,11/04/2020
130,Djibouti,5575,,61.0,,5467.0,,47.0,,5615,61.0,85477.0,86090.0,992882,Africa,178,16277.0,12.0,11/04/2020
131,Nicaragua,5514,,156.0,,4225.0,,1133.0,,829,23.0,,,6651423,North America,1206,42637.0,,11/04/2020
132,Hong Kong,5349,3.0,106.0,1.0,5118.0,9.0,125.0,8.0,712,14.0,3707664.0,493184.0,7517813,Asia,1405,70923.0,2.0,11/04/2020
133,Congo,5348,,92.0,,3887.0,,1369.0,,961,17.0,,,5563632,Africa,1040,60474.0,,11/04/2020
134,Estonia,5333,208.0,73.0,,3954.0,50.0,1306.0,4.0,4019,55.0,269065.0,202786.0,1326843,Europe,249,18176.0,5.0,11/04/2020
135,Suriname,5218,,111.0,,5087.0,,20.0,4.0,8868,189.0,19223.0,32668.0,588430,South America,113,5301.0,31.0,11/04/2020
136,Rwanda,5162,,35.0,,4930.0,,197.0,,395,3.0,561891.0,43024.0,13059857,Africa,2530,373139.0,23.0,11/04/2020
137,Equatorial Guinea,5089,,83.0,,4965.0,,41.0,1.0,3588,59.0,66077.0,46590.0,1418268,Africa,279,17088.0,21.0,11/04/2020
138,Iceland,4989,31.0,17.0,,4174.0,93.0,798.0,3.0,14588,50.0,359946.0,1052464.0,342003,Europe,69,20118.0,1.0,11/04/2020
139,Cyprus,4934,,27.0,,1882.0,,3025.0,7.0,4076,22.0,488264.0,403400.0,1210372,Asia,245,44829.0,2.0,11/04/2020
140,Andorra,4910,,75.0,,3627.0,,1208.0,22.0,63512,970.0,146308.0,1892534.0,77308,Europe,16,1031.0,1.0,11/04/2020
141,CAR,4866,,62.0,,1924.0,,2880.0,2.0,1002,13.0,32711.0,6733.0,4858195,Africa,998,78358.0,149.0,11/04/2020
142,Aruba,4538,,38.0,,4340.0,,160.0,4.0,42442,355.0,40727.0,380904.0,106922,North America,24,2814.0,3.0,11/04/2020
143,Mayotte,4524,,45.0,,2964.0,,1515.0,6.0,16449,164.0,15781.0,57380.0,275024,Africa,61,6112.0,17.0,11/04/2020
144,Guyana,4245,,128.0,,3320.0,,797.0,9.0,5388,162.0,20331.0,25805.0,787857,South America,186,6155.0,39.0,11/04/2020
145,Somalia,4229,,107.0,,3247.0,,875.0,,264,7.0,,,16041249,Africa,3793,149918.0,,11/04/2020
146,Thailand,3804,7.0,59.0,,3612.0,7.0,133.0,1.0,54,0.8,977854.0,13997.0,69860365,Asia,18365,1184074.0,71.0,11/04/2020
147,Belize,3790,166.0,61.0,2.0,2262.0,32.0,1467.0,2.0,9473,152.0,23788.0,59460.0,400069,North America,106,6559.0,17.0,11/04/2020
148,Gambia,3679,,120.0,,3494.0,,65.0,,1508,49.0,21103.0,8651.0,2439328,Africa,663,20328.0,116.0,11/04/2020
149,Mali,3584,,136.0,,2775.0,,673.0,,175,7.0,76780.0,3755.0,20445316,Africa,5705,150333.0,266.0,11/04/2020
150,Martinique,3552,,30.0,,98.0,,3424.0,16.0,9468,80.0,50071.0,133464.0,375164,North America,106,12505.0,7.0,11/04/2020
151,Uruguay,3196,,61.0,,2727.0,,408.0,6.0,919,18.0,327794.0,94251.0,3477876,South America,1088,57014.0,11.0,11/04/2020
152,South Sudan,2940,,59.0,,1290.0,,1591.0,,262,5.0,12044.0,1072.0,11238475,Africa,3823,190483.0,933.0,11/04/2020
153,Benin,2683,,41.0,,2455.0,,187.0,,219,3.0,249629.0,20412.0,12229454,Africa,4558,298279.0,49.0,11/04/2020
154,Burkina Faso,2530,,67.0,,2298.0,,165.0,,120,3.0,,,21094750,Africa,8338,314847.0,,11/04/2020
155,Guinea-Bissau,2413,,41.0,,1818.0,,554.0,5.0,1216,21.0,,,1983619,Africa,822,48381.0,,11/04/2020
156,Togo,2381,,57.0,,1691.0,,633.0,,285,7.0,123019.0,14744.0,8343890,Africa,3504,146384.0,68.0,11/04/2020
157,Sierra Leone,2368,,74.0,,1803.0,,491.0,,295,9.0,,,8031690,Africa,3392,108536.0,,11/04/2020
158,Yemen,2063,,601.0,,1375.0,,87.0,,69,20.0,16658.0,554.0,30047003,Asia,14565,49995.0,1804.0,11/04/2020
159,New Zealand,1971,3.0,25.0,,1873.0,5.0,73.0,,394,5.0,1113739.0,222654.0,5002100,Australia/Oceania,2538,200084.0,4.0,11/04/2020
160,Lesotho,1963,2.0,44.0,,988.0,,931.0,,914,20.0,23138.0,10772.0,2148067,Africa,1094,48820.0,93.0,11/04/2020
161,Chad,1513,,98.0,,1331.0,,84.0,,91,6.0,,,16583045,Africa,10960,169215.0,,11/04/2020
162,Liberia,1436,,82.0,,1294.0,,60.0,2.0,282,16.0,30332.0,5950.0,5097602,Africa,3550,62166.0,168.0,11/04/2020
163,Niger,1222,,69.0,,1141.0,,12.0,9.0,50,3.0,37896.0,1547.0,24495810,Africa,20046,355012.0,646.0,11/04/2020
164,Vietnam,1203,1.0,35.0,,1069.0,,99.0,,12,0.4,1246480.0,12766.0,97638223,Asia,81162,2789664.0,78.0,11/04/2020
165,Curaçao,1000,,1.0,,722.0,,277.0,6.0,6086,6.0,13443.0,81808.0,164324,North America,164,164324.0,12.0,11/04/2020
166,San Marino,994,,42.0,,730.0,,222.0,2.0,29273,1237.0,10800.0,318059.0,33956,Europe,34,808.0,3.0,11/04/2020
167,Sao Tome and Principe,954,,16.0,,907.0,,31.0,,4326,73.0,6382.0,28939.0,220535,Africa,231,13783.0,35.0,11/04/2020
168,Channel Islands,879,,48.0,,749.0,,82.0,10.0,5040,275.0,165849.0,950909.0,174411,Europe,198,3634.0,1.0,11/04/2020
169,Sint Maarten,859,,22.0,,768.0,,69.0,6.0,19957,511.0,6843.0,158984.0,43042,North America,50,1956.0,6.0,11/04/2020
170,Gibraltar,743,13.0,,,650.0,12.0,93.0,1.0,22055,,68847.0,2043665.0,33688,Europe,45,,0.0,11/04/2020
172,Turks and Caicos,704,,6.0,,689.0,,9.0,1.0,18100,154.0,4675.0,120195.0,38895,North America,55,6483.0,8.0,11/04/2020
173,Liechtenstein,631,,3.0,,379.0,,249.0,12.0,16533,79.0,9155.0,239873.0,38166,Europe,60,12722.0,4.0,11/04/2020
174,Papua New Guinea,597,7.0,7.0,,580.0,5.0,10.0,,66,0.8,29466.0,3272.0,9004284,Australia/Oceania,15083,1286326.0,306.0,11/04/2020
175,Burundi,597,,1.0,,511.0,,85.0,,50,0.08,49642.0,4134.0,12008706,Africa,20115,12008706.0,242.0,11/04/2020
176,Taiwan,568,1.0,7.0,,521.0,,40.0,,24,0.3,102505.0,4301.0,23831650,Asia,41957,3404521.0,232.0,11/04/2020
177,Saint Martin,566,,9.0,,488.0,,69.0,12.0,14554,231.0,6072.0,156137.0,38889,North America,69,4321.0,6.0,11/04/2020
178,Comoros,545,,7.0,,498.0,,40.0,,622,8.0,,,875840,Africa,1607,125120.0,,11/04/2020
