#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",TotCases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,Date
42,Kuwait,124666,760.0,767.0,4.0,115475.0,552.0,8424.0,104.0,29053,179.0,905133.0,210938.0,4290988,Asia,34,5595.0,5.0,10/29/2020
43,Sweden,121167,,5934.0,9.0,,,,56.0,11973,586.0,2074744.0,205017.0,10119852,Europe,84,1705.0,5.0,10/29/2020
44,Oman,114434,,1208.0,,103060.0,,10166.0,185.0,22229,235.0,376700.0,73174.0,5147993,Asia,45,4262.0,14.0,10/29/2020
45,Kazakhstan,111100,268.0,1825.0,,106059.0,176.0,3216.0,221.0,5894,97.0,3309626.0,175581.0,18849587,Asia,170,10329.0,6.0,10/29/2020
46,Costa Rica,107570,1017.0,1357.0,17.0,65666.0,670.0,40547.0,182.0,21054,266.0,305146.0,59724.0,5109269,North America,47,3765.0,17.0,10/29/2020
47,Egypt,107030,,6234.0,,99174.0,,1622.0,41.0,1040,61.0,135000.0,1311.0,102954891,Africa,962,16515.0,763.0,10/29/2020
48,Guatemala,106790,470.0,3704.0,22.0,96187.0,435.0,6899.0,5.0,5925,206.0,425241.0,23595.0,18022161,North America,169,4866.0,42.0,10/29/2020
49,Japan,98852,736.0,1733.0,3.0,91322.0,515.0,5797.0,161.0,782,14.0,2658586.0,21042.0,126348443,Asia,1278,72907.0,48.0,10/29/2020
50,Belarus,96529,984.0,973.0,4.0,85332.0,642.0,10224.0,,10217,103.0,2444162.0,258688.0,9448299,Europe,98,9710.0,4.0,10/29/2020
51,Ethiopia,95301,481.0,1457.0,6.0,50753.0,867.0,43091.0,311.0,822,13.0,1469117.0,12679.0,115871467,Africa,1216,79527.0,79.0,10/29/2020
52,Honduras,95199,576.0,2652.0,13.0,39126.0,293.0,53421.0,25.0,9562,266.0,225439.0,22645.0,9955455,North America,105,3754.0,44.0,10/29/2020
53,Austria,93949,4453.0,1056.0,29.0,63366.0,1682.0,29527.0,248.0,10412,117.0,2153066.0,238614.0,9023209,Europe,96,8545.0,4.0,10/29/2020
54,Venezuela,90876,,784.0,,85402.0,,4690.0,117.0,3199,28.0,2103473.0,74042.0,28409307,South America,313,36236.0,14.0,10/29/2020
218,China,85915,47.0,4634.0,,80943.0,7.0,338.0,7.0,60,3.0,160000000.0,111163.0,1439323776,Asia,16753,310601.0,9.0,10/29/2020
55,Armenia,85034,2383.0,1272.0,29.0,53257.0,749.0,30505.0,,28679,429.0,392660.0,132429.0,2965063,Asia,35,2331.0,8.0,10/29/2020
56,Bahrain,81022,,317.0,,77697.0,,3008.0,20.0,47101,184.0,1721676.0,1000882.0,1720158,Asia,21,5426.0,1.0,10/29/2020
57,Lebanon,77778,1933.0,610.0,8.0,39123.0,1336.0,38045.0,248.0,11412,90.0,1200652.0,176170.0,6815322,Asia,88,11173.0,6.0,10/29/2020
58,Moldova,74233,912.0,1747.0,18.0,54495.0,679.0,17991.0,814.0,18416,433.0,366644.0,90959.0,4030866,Europe,54,2307.0,11.0,10/29/2020
59,Hungary,68127,2194.0,1634.0,56.0,17469.0,371.0,49024.0,255.0,7058,169.0,1032942.0,107016.0,9652245,Europe,142,5907.0,9.0,10/29/2020
60,Uzbekistan,66392,251.0,561.0,3.0,63581.0,258.0,2250.0,252.0,1974,17.0,1377915.0,40978.0,33626071,Asia,506,59940.0,24.0,10/29/2020
61,Jordan,65385,3443.0,740.0,40.0,7508.0,,57137.0,55.0,6388,72.0,1808896.0,176717.0,10236090,Asia,157,13833.0,6.0,10/29/2020
62,Nigeria,62371,,1139.0,,58095.0,,3137.0,7.0,300,5.0,614480.0,2958.0,207768444,Africa,3331,182413.0,338.0,10/29/2020
63,Paraguay,61290,,1359.0,,41288.0,,18643.0,121.0,8559,190.0,355553.0,49652.0,7160956,South America,117,5269.0,20.0,10/29/2020
64,Ireland,60297,863.0,1902.0,6.0,23364.0,,35031.0,43.0,12167,384.0,1606685.0,324209.0,4955703,Europe,82,2606.0,3.0,10/29/2020
65,Libya,59656,782.0,831.0,8.0,33550.0,588.0,25275.0,,8644,120.0,312051.0,45215.0,6901546,Africa,116,8305.0,22.0,10/29/2020
66,Singapore,57994,7.0,28.0,,57899.0,9.0,67.0,,9888,5.0,3680000.0,627413.0,5865352,Asia,101,209477.0,2.0,10/29/2020
67,Kyrgyzstan,57798,522.0,1139.0,1.0,49097.0,460.0,7562.0,24.0,8812,174.0,414064.0,63130.0,6558911,Asia,113,5758.0,16.0,10/29/2020
68,Algeria,57026,,1941.0,,39635.0,,15450.0,29.0,1293,44.0,,,44105883,Africa,773,22723.0,,10/29/2020
69,Tunisia,54278,,1153.0,,5032.0,,48093.0,221.0,4577,97.0,336380.0,28365.0,11858827,Africa,218,10285.0,35.0,10/29/2020
70,Azerbaijan,53152,1015.0,708.0,9.0,42516.0,483.0,9928.0,,5227,70.0,1331287.0,130917.0,10168947,Asia,191,14363.0,8.0,10/29/2020
71,Kenya,52612,761.0,964.0,14.0,35604.0,346.0,16044.0,36.0,972,18.0,677601.0,12513.0,54150383,Africa,1029,56173.0,80.0,10/29/2020
72,Palestine,52571,623.0,473.0,8.0,45448.0,463.0,6650.0,,10229,92.0,514011.0,100016.0,5139304,Asia,98,10865.0,10.0,10/29/2020
73,Slovakia,51728,2785.0,200.0,16.0,12227.0,428.0,39301.0,203.0,9473,37.0,735188.0,134637.0,5460513,Europe,106,27303.0,7.0,10/29/2020
74,Myanmar,50403,1331.0,1199.0,27.0,30007.0,1371.0,19197.0,,924,22.0,662449.0,12149.0,54528971,Asia,1082,45479.0,82.0,10/29/2020
75,Ghana,47991,83.0,320.0,4.0,47136.0,165.0,535.0,11.0,1534,10.0,529381.0,16923.0,31280870,Africa,652,97753.0,59.0,10/29/2020
76,Bosnia and Herzegovina,46639,1902.0,1182.0,21.0,27580.0,493.0,17877.0,,14245,361.0,307464.0,93909.0,3274047,Europe,70,2770.0,11.0,10/29/2020
77,Bulgaria,45461,,1197.0,,19159.0,,25105.0,162.0,6559,173.0,690690.0,99651.0,6931060,Europe,152,5790.0,10.0,10/29/2020
78,Denmark,44034,860.0,716.0,1.0,33601.0,475.0,9717.0,17.0,7594,123.0,5123430.0,883519.0,5798893,Europe,132,8099.0,1.0,10/29/2020
79,Croatia,43775,2776.0,511.0,18.0,29233.0,1463.0,14031.0,71.0,10685,125.0,475994.0,116185.0,4096866,Europe,94,8017.0,9.0,10/29/2020
80,Serbia,43592,1384.0,809.0,6.0,31536.0,,11247.0,44.0,4996,93.0,1318096.0,151059.0,8725721,Europe,200,10786.0,7.0,10/29/2020
81,Afghanistan,41268,123.0,1532.0,3.0,34239.0,2.0,5497.0,93.0,1053,39.0,122013.0,3112.0,39208748,Asia,950,25593.0,321.0,10/29/2020
82,Georgia,35567,1709.0,273.0,20.0,16904.0,2075.0,18390.0,,8922,68.0,860418.0,215825.0,3986639,Asia,112,14603.0,5.0,10/29/2020
83,Greece,35510,1211.0,615.0,12.0,9989.0,,24906.0,114.0,3412,59.0,1730519.0,166297.0,10406184,Europe,293,16921.0,6.0,10/29/2020
84,El Salvador,33445,181.0,967.0,5.0,29186.0,145.0,3292.0,42.0,5148,149.0,470913.0,72482.0,6496920,North America,194,6719.0,14.0,10/29/2020
85,Slovenia,30705,2490.0,292.0,14.0,10401.0,734.0,20012.0,112.0,14769,140.0,350900.0,168780.0,2079032,Europe,68,7120.0,6.0,10/29/2020
86,Malaysia,30090,649.0,246.0,,19757.0,685.0,10087.0,106.0,926,8.0,2083700.0,64113.0,32500410,Asia,1080,132115.0,16.0,10/29/2020
87,North Macedonia,29558,861.0,977.0,14.0,19994.0,223.0,8587.0,25.0,14188,469.0,243357.0,116811.0,2083346,Europe,70,2132.0,9.0,10/29/2020
88,Australia,27567,13.0,907.0,,25236.0,11.0,1424.0,1.0,1077,35.0,8699951.0,339896.0,25595937,Australia/Oceania,928,28220.0,3.0,10/29/2020
89,S. Korea,26271,125.0,462.0,1.0,24168.0,95.0,1641.0,53.0,512,9.0,2597978.0,50659.0,51283706,Asia,1952,111004.0,20.0,10/29/2020
90,Cameroon,21793,,426.0,,20117.0,,1250.0,61.0,814,16.0,149000.0,5569.0,26756496,Africa,1228,62809.0,180.0,10/29/2020
91,Ivory Coast,20628,73.0,124.0,,20310.0,69.0,194.0,,776,5.0,192394.0,7237.0,26586527,Africa,1289,214407.0,138.0,10/29/2020
92,Albania,20315,275.0,499.0,6.0,11007.0,114.0,8809.0,20.0,7062,173.0,118027.0,41028.0,2876760,Europe,142,5765.0,24.0,10/29/2020
93,Norway,19355,286.0,281.0,1.0,11863.0,,7211.0,8.0,3561,52.0,1580349.0,290769.0,5435071,Europe,281,19342.0,3.0,10/29/2020
94,Montenegro,17746,354.0,290.0,8.0,13727.0,242.0,3729.0,26.0,28254,462.0,88363.0,140685.0,628092,Europe,35,2166.0,7.0,10/29/2020
95,Madagascar,16968,,244.0,,16301.0,,423.0,16.0,608,9.0,87659.0,3140.0,27917671,Africa,1645,114417.0,318.0,10/29/2020
96,Luxembourg,16356,697.0,150.0,3.0,9865.0,184.0,6341.0,21.0,25992,238.0,1039049.0,1651213.0,629264,Europe,38,4195.0,1.0,10/29/2020
97,Zambia,16325,40.0,348.0,,15585.0,26.0,392.0,,880,19.0,249204.0,13436.0,18547337,Africa,1136,53297.0,74.0,10/29/2020
98,Senegal,15593,11.0,323.0,1.0,14660.0,95.0,610.0,6.0,924,19.0,205757.0,12186.0,16884282,Africa,1083,52273.0,82.0,10/29/2020
99,Finland,15566,188.0,354.0,,11300.0,,3912.0,10.0,2808,64.0,1504430.0,271384.0,5543550,Europe,356,15660.0,4.0,10/29/2020
100,Sudan,13772,7.0,837.0,,6764.0,,6171.0,,312,19.0,,,44176327,Africa,3208,52779.0,,10/29/2020
101,Lithuania,13088,950.0,150.0,6.0,4582.0,80.0,8356.0,34.0,4830,55.0,997860.0,368272.0,2709573,Europe,207,18064.0,3.0,10/29/2020
102,Namibia,12858,52.0,133.0,,10972.0,43.0,1753.0,4.0,5031,52.0,125082.0,48942.0,2555713,Africa,199,19216.0,20.0,10/29/2020
103,Mozambique,12525,110.0,91.0,,10001.0,216.0,2433.0,,397,3.0,185273.0,5875.0,31533312,Africa,2518,346520.0,170.0,10/29/2020
104,Uganda,12201,434.0,108.0,2.0,7461.0,,4632.0,,264,2.0,544657.0,11790.0,46197021,Africa,3786,427750.0,85.0,10/29/2020
105,Guinea,12020,201.0,71.0,,10550.0,45.0,1399.0,24.0,907,5.0,41696.0,3148.0,13245981,Africa,1102,186563.0,318.0,10/29/2020
106,Maldives,11616,25.0,37.0,,10733.0,48.0,846.0,12.0,21368,68.0,150743.0,277300.0,543610,Asia,47,14692.0,4.0,10/29/2020
107,DRC,11211,,305.0,,10509.0,,397.0,,124,3.0,,,90422442,Africa,8066,296467.0,,10/29/2020
108,Tajikistan,10939,39.0,82.0,,10128.0,58.0,729.0,,1139,9.0,,,9606167,Asia,878,117148.0,,10/29/2020
109,French Guiana,10425,21.0,70.0,,9995.0,,360.0,3.0,34618,232.0,74011.0,245765.0,301146,South America,29,4302.0,4.0,10/29/2020
110,Angola,10074,,275.0,,3693.0,,6106.0,42.0,304,8.0,85213.0,2567.0,33189237,Africa,3295,120688.0,389.0,10/29/2020
111,Sri Lanka,9791,586.0,19.0,,4142.0,67.0,5630.0,,457,0.9,480838.0,22424.0,21442675,Asia,2190,1128562.0,45.0,10/29/2020
112,Haiti,9046,,232.0,,7422.0,,1392.0,,790,20.0,32056.0,2800.0,11447620,North America,1265,49343.0,357.0,10/29/2020
113,Gabon,8957,,55.0,,8619.0,,283.0,3.0,3994,25.0,234341.0,104500.0,2242506,Africa,250,40773.0,10.0,10/29/2020
114,Jamaica,8927,76.0,202.0,4.0,4429.0,50.0,4296.0,4.0,3010,68.0,94441.0,31848.0,2965402,North America,332,14680.0,31.0,10/29/2020
115,Cabo Verde,8603,55.0,95.0,1.0,7796.0,95.0,712.0,23.0,15419,170.0,87480.0,156789.0,557949,Africa,65,5873.0,6.0,10/29/2020
116,Zimbabwe,8349,29.0,242.0,,7864.0,19.0,243.0,,559,16.0,163656.0,10959.0,14932889,Africa,1789,61706.0,91.0,10/29/2020
117,Mauritania,7688,,163.0,,7401.0,,124.0,3.0,1640,35.0,86758.0,18504.0,4688538,Africa,610,28764.0,54.0,10/29/2020
118,Guadeloupe,7605,,126.0,,2242.0,,5237.0,19.0,19006,315.0,67445.0,168551.0,400147,North America,53,3176.0,6.0,10/29/2020
119,French Polynesia,7262,,29.0,,4842.0,,2391.0,24.0,25803,103.0,26355.0,93644.0,281439,Australia/Oceania,39,9705.0,11.0,10/29/2020
120,Cuba,6766,39.0,128.0,,6132.0,25.0,506.0,3.0,597,11.0,824042.0,72767.0,11324337,North America,1674,88471.0,14.0,10/29/2020
121,Botswana,6642,359.0,24.0,3.0,4676.0,238.0,1942.0,1.0,2806,10.0,299546.0,126558.0,2366863,Africa,356,98619.0,8.0,10/29/2020
122,Bahamas,6607,58.0,138.0,2.0,4257.0,75.0,2212.0,12.0,16749,350.0,35181.0,89186.0,394467,North America,60,2858.0,11.0,10/29/2020
123,Malawi,5916,12.0,184.0,,5303.0,3.0,429.0,4.0,307,10.0,60907.0,3158.0,19287309,Africa,3260,104822.0,317.0,10/29/2020
124,Eswatini,5899,13.0,117.0,1.0,5542.0,,240.0,19.0,5068,101.0,46202.0,39690.0,1164070,Africa,197,9949.0,25.0,10/29/2020
125,Malta,5866,106.0,59.0,3.0,3880.0,91.0,1927.0,15.0,13274,134.0,329546.0,745699.0,441929,Europe,75,7490.0,1.0,10/29/2020
126,Trinidad and Tobago,5636,42.0,107.0,,4293.0,47.0,1236.0,14.0,4023,76.0,32861.0,23456.0,1400975,North America,249,13093.0,43.0,10/29/2020
127,Syria,5633,53.0,281.0,3.0,1898.0,37.0,3454.0,,319,16.0,,,17636289,Asia,3131,62763.0,,10/29/2020
128,Djibouti,5555,,61.0,,5427.0,,67.0,,5596,61.0,84606.0,85233.0,992646,Africa,179,16273.0,12.0,10/29/2020
129,Nicaragua,5514,,156.0,,4225.0,,1133.0,,829,23.0,,,6650131,North America,1206,42629.0,,10/29/2020
130,Réunion,5472,,22.0,,4630.0,,820.0,10.0,6098,25.0,35419.0,39469.0,897398,Africa,164,40791.0,25.0,10/29/2020
131,Latvia,5395,251.0,64.0,1.0,1406.0,24.0,3925.0,10.0,2871,34.0,442445.0,235438.0,1879239,Europe,348,29363.0,4.0,10/29/2020
132,Hong Kong,5314,3.0,105.0,,5073.0,10.0,136.0,9.0,707,14.0,3707664.0,493249.0,7516817,Asia,1415,71589.0,2.0,10/29/2020
133,Congo,5253,,92.0,,3887.0,,1274.0,,945,17.0,,,5561399,Africa,1059,60450.0,,10/29/2020
134,Suriname,5192,,111.0,,5046.0,,35.0,4.0,8825,189.0,18586.0,31590.0,588344,South America,113,5300.0,32.0,10/29/2020
135,Rwanda,5131,2.0,35.0,,4851.0,,245.0,,393,3.0,553876.0,42428.0,13054577,Africa,2544,372988.0,24.0,10/29/2020
136,Equatorial Guinea,5083,,83.0,,4964.0,,36.0,1.0,3586,59.0,65408.0,46143.0,1417508,Africa,279,17078.0,22.0,10/29/2020
137,CAR,4863,,62.0,,1924.0,,2877.0,2.0,1001,13.0,32711.0,6735.0,4856817,Africa,999,78336.0,148.0,10/29/2020
138,Iceland,4719,48.0,12.0,,3701.0,103.0,1006.0,1.0,13800,35.0,348202.0,1018233.0,341967,Europe,72,28497.0,1.0,10/29/2020
139,Estonia,4671,82.0,73.0,,3684.0,58.0,914.0,4.0,3520,55.0,258256.0,194642.0,1326829,Europe,284,18176.0,5.0,10/29/2020
140,Andorra,4567,50.0,73.0,1.0,3260.0,116.0,1234.0,22.0,59077,944.0,146308.0,1892583.0,77306,Europe,17,1059.0,1.0,10/29/2020
141,Aruba,4472,17.0,37.0,,4286.0,21.0,149.0,4.0,41828,346.0,39106.0,365767.0,106915,North America,24,2890.0,3.0,10/29/2020
142,Mayotte,4366,,44.0,,2964.0,,1358.0,4.0,15881,160.0,13000.0,47287.0,274915,Africa,63,6248.0,21.0,10/29/2020
143,Guyana,4074,,123.0,,3083.0,,868.0,9.0,5171,156.0,18900.0,23991.0,787795,South America,193,6405.0,42.0,10/29/2020
144,Cyprus,4051,121.0,25.0,,1882.0,,2144.0,2.0,3347,21.0,471104.0,389269.0,1210228,Asia,299,48409.0,3.0,10/29/2020
145,Somalia,3941,,104.0,,3185.0,,652.0,,246,6.0,,,16033953,Africa,4068,154173.0,,10/29/2020
146,Thailand,3763,4.0,59.0,,3570.0,9.0,134.0,1.0,54,0.8,977854.0,13998.0,69857502,Asia,18564,1184025.0,71.0,10/29/2020
147,Gambia,3666,,119.0,,2666.0,,881.0,,1504,49.0,20561.0,8433.0,2438210,Africa,665,20489.0,119.0,10/29/2020
148,Martinique,3552,,30.0,,98.0,,3424.0,16.0,9468,80.0,50071.0,133463.0,375169,North America,106,12506.0,7.0,10/29/2020
149,Mali,3537,7.0,136.0,,2686.0,19.0,715.0,,173,7.0,73365.0,3590.0,20435715,Africa,5778,150263.0,279.0,10/29/2020
150,Belize,3261,29.0,52.0,1.0,2076.0,31.0,1133.0,1.0,8153,130.0,21991.0,54984.0,399951,North America,123,7691.0,18.0,10/29/2020
151,Uruguay,2981,,55.0,,2481.0,,445.0,8.0,857,16.0,310963.0,89417.0,3477679,South America,1167,63231.0,11.0,10/29/2020
152,South Sudan,2903,13.0,58.0,2.0,1290.0,,1555.0,,258,5.0,12044.0,1072.0,11236324,Africa,3871,193730.0,933.0,10/29/2020
153,Benin,2643,,41.0,,2330.0,,272.0,,216,3.0,238105.0,19478.0,12224230,Africa,4625,298152.0,51.0,10/29/2020
154,Burkina Faso,2471,5.0,67.0,,2211.0,30.0,193.0,,117,3.0,,,21085319,Africa,8533,314706.0,,10/29/2020
155,Guinea-Bissau,2403,,41.0,,1818.0,,544.0,5.0,1212,21.0,,,1982854,Africa,825,48362.0,,10/29/2020
156,Sierra Leone,2362,8.0,74.0,,1795.0,3.0,493.0,,294,9.0,,,8029025,Africa,3399,108500.0,,10/29/2020
157,Togo,2238,,54.0,,1620.0,,564.0,,268,6.0,115836.0,13888.0,8340701,Africa,3727,154457.0,72.0,10/29/2020
158,Yemen,2062,1.0,599.0,,1366.0,,97.0,,69,20.0,,,30036209,Asia,14567,50144.0,,10/29/2020
159,New Zealand,1949,6.0,25.0,,1854.0,2.0,70.0,,390,5.0,1083230.0,216555.0,5002100,Australia/Oceania,2566,200084.0,5.0,10/29/2020
160,Lesotho,1947,,43.0,,975.0,,929.0,,907,20.0,22451.0,10453.0,2147789,Africa,1103,49949.0,96.0,10/29/2020
161,Chad,1473,5.0,97.0,,1307.0,1.0,69.0,,89,6.0,,,16575287,Africa,11253,170879.0,,10/29/2020
162,Liberia,1426,7.0,82.0,,1279.0,1.0,65.0,2.0,280,16.0,30332.0,5953.0,5095648,Africa,3573,62142.0,168.0,10/29/2020
163,Niger,1219,1.0,69.0,,1135.0,3.0,15.0,9.0,50,3.0,37027.0,1512.0,24481357,Africa,20083,354802.0,661.0,10/29/2020
164,Vietnam,1177,4.0,35.0,,1062.0,,80.0,,12,0.4,1246480.0,12768.0,97623880,Asia,82943,2789254.0,78.0,10/29/2020
165,Sao Tome and Principe,943,,15.0,,903.0,,25.0,,4277,68.0,6116.0,27741.0,220468,Africa,234,14698.0,36.0,10/29/2020
166,Curaçao,907,,1.0,,623.0,,283.0,3.0,5520,6.0,12319.0,74973.0,164313,North America,181,164313.0,13.0,10/29/2020
167,San Marino,872,20.0,42.0,,716.0,,114.0,3.0,25682,1237.0,9582.0,282205.0,33954,Europe,39,808.0,4.0,10/29/2020
168,Channel Islands,836,3.0,48.0,,710.0,,78.0,10.0,4794,275.0,165849.0,951051.0,174385,Europe,209,3633.0,1.0,10/29/2020
169,Sint Maarten,805,,22.0,,724.0,,59.0,6.0,18706,511.0,6776.0,157457.0,43034,North America,53,1956.0,6.0,10/29/2020
171,Turks and Caicos,703,,6.0,,689.0,,8.0,1.0,18078,154.0,4261.0,109574.0,38887,North America,55,6481.0,9.0,10/29/2020
172,Gibraltar,688,6.0,,,584.0,22.0,104.0,24.0,20423,,64464.0,1913560.0,33688,Europe,49,,1.0,10/29/2020
173,Papua New Guinea,588,,7.0,,546.0,,35.0,,65,0.8,29002.0,3222.0,9001502,Australia/Oceania,15309,1285929.0,310.0,10/29/2020
