#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",TotCases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,Date
17,Iraq,470633,2878.0,10862.0,47.0,397241.0,2855.0,62530.0,442.0,11617,268.0,2849335.0,70330.0,40513679,Asia,86,3730.0,14.0,10/30/2020
18,Indonesia,406945,2897.0,13782.0,81.0,334295.0,4517.0,58868.0,,1483,50.0,4488738.0,16354.0,274471776,Asia,674,19915.0,61.0,10/30/2020
19,Bangladesh,406364,1604.0,5905.0,19.0,322703.0,1422.0,77756.0,,2459,36.0,2324730.0,14070.0,165227680,Asia,407,27981.0,71.0,10/30/2020
20,Belgium,392258,23921.0,11308.0,138.0,24443.0,474.0,356507.0,1057.0,33797,974.0,4823283.0,415575.0,11606289,Europe,30,1026.0,2.0,10/30/2020
21,Philippines,378933,2006.0,7185.0,38.0,330457.0,636.0,41291.0,1483.0,3443,65.0,4754247.0,43198.0,110057490,Asia,290,15318.0,23.0,10/30/2020
22,Ukraine,378729,8312.0,7041.0,173.0,155026.0,3394.0,216662.0,177.0,8677,161.0,3176397.0,72777.0,43645874,Europe,115,6199.0,14.0,10/30/2020
23,Turkey,373154,2322.0,10177.0,78.0,322465.0,1703.0,40512.0,1966.0,4409,120.0,13877705.0,163968.0,84636500,Asia,227,8316.0,6.0,10/30/2020
24,Saudi Arabia,346880,398.0,5383.0,20.0,333409.0,404.0,8088.0,766.0,9914,154.0,8001276.0,228670.0,34990437,Asia,101,6500.0,4.0,10/30/2020
25,Netherlands,341374,11119.0,7345.0,87.0,,,,580.0,19908,428.0,3327701.0,194064.0,17147432,Europe,50,2335.0,5.0,10/30/2020
26,Poland,340834,21629.0,5351.0,202.0,134724.0,5457.0,200759.0,1254.0,9009,141.0,4653611.0,123005.0,37832825,Europe,111,7070.0,8.0,10/30/2020
27,Pakistan,332186,1078.0,6795.0,20.0,313527.0,889.0,11864.0,632.0,1494,31.0,4409537.0,19838.0,222281868,Asia,669,32713.0,50.0,10/30/2020
28,Czechia,316838,6770.0,3033.0,171.0,128628.0,,185177.0,1031.0,29568,283.0,2203719.0,205656.0,10715565,Europe,34,3533.0,5.0,10/30/2020
29,Israel,313701,587.0,2514.0,6.0,299822.0,383.0,11365.0,429.0,34107,273.0,4585409.0,498545.0,9197590,Asia,29,3659.0,2.0,10/30/2020
30,Romania,235586,6546.0,6867.0,103.0,167897.0,4045.0,60822.0,917.0,12273,358.0,3206567.0,167055.0,19194731,Europe,81,2795.0,6.0,10/30/2020
31,Canada,231105,2563.0,10104.0,30.0,193349.0,2140.0,27652.0,228.0,6106,267.0,9753158.0,257673.0,37850887,North America,164,3746.0,4.0,10/30/2020
32,Morocco,215294,3256.0,3625.0,53.0,177925.0,3014.0,33744.0,819.0,5810,98.0,3305323.0,89203.0,37053740,Africa,172,10222.0,11.0,10/30/2020
33,Nepal,168235,3517.0,920.0,16.0,128958.0,4096.0,38357.0,,5740,31.0,1434053.0,48932.0,29306916,Asia,174,31855.0,20.0,10/30/2020
34,Ecuador,167147,845.0,12632.0,10.0,141759.0,,12756.0,336.0,9427,712.0,541502.0,30541.0,17730347,South America,106,1404.0,33.0,10/30/2020
35,Switzerland,154251,9207.0,2249.0,49.0,65200.0,100.0,86802.0,211.0,17780,259.0,1933386.0,222857.0,8675457,Europe,56,3857.0,4.0,10/30/2020
36,Bolivia,141484,163.0,8705.0,11.0,110759.0,456.0,22020.0,71.0,12067,742.0,332343.0,28345.0,11725010,South America,83,1347.0,35.0,10/30/2020
37,Portugal,137272,4656.0,2468.0,40.0,77449.0,1747.0,57355.0,275.0,13475,242.0,3361537.0,329990.0,10186799,Europe,74,4128.0,3.0,10/30/2020
38,Qatar,132343,193.0,232.0,1.0,129349.0,225.0,2762.0,39.0,47134,83.0,971199.0,345893.0,2807805,Asia,21,12103.0,3.0,10/30/2020
39,Panama,132045,,2678.0,,108342.0,,21025.0,119.0,30447,617.0,654264.0,150860.0,4336882,North America,33,1619.0,7.0,10/30/2020
40,UAE,131508,1172.0,490.0,2.0,127607.0,1460.0,3411.0,,13244,49.0,13040169.0,1313276.0,9929499,Asia,76,20264.0,1.0,10/30/2020
41,Dominican Republic,126332,419.0,2236.0,2.0,104486.0,542.0,19610.0,174.0,11608,205.0,588002.0,54026.0,10883596,North America,86,4867.0,19.0,10/30/2020
42,Kuwait,125337,671.0,773.0,6.0,116202.0,727.0,8362.0,108.0,29208,180.0,911354.0,212379.0,4291161,Asia,34,5551.0,5.0,10/30/2020
43,Sweden,124355,,5938.0,9.0,,,,59.0,12288,587.0,2242469.0,221587.0,10120023,Europe,81,1704.0,5.0,10/30/2020
44,Oman,114434,,1208.0,,103060.0,,10166.0,185.0,22227,235.0,376700.0,73169.0,5148349,Asia,45,4262.0,14.0,10/30/2020
45,Kazakhstan,111492,392.0,1825.0,,106187.0,128.0,3480.0,221.0,5915,97.0,3309626.0,175575.0,18850201,Asia,169,10329.0,6.0,10/30/2020
46,Costa Rica,108866,1296.0,1371.0,14.0,66202.0,536.0,41293.0,186.0,21307,268.0,308063.0,60293.0,5109396,North America,47,3727.0,17.0,10/30/2020
47,Egypt,107376,167.0,6258.0,11.0,99353.0,80.0,1765.0,41.0,1043,61.0,135000.0,1311.0,102960173,Africa,959,16453.0,763.0,10/30/2020
48,Guatemala,107339,549.0,3714.0,10.0,96752.0,565.0,6873.0,5.0,5956,206.0,430041.0,23861.0,18023067,North America,168,4853.0,42.0,10/30/2020
49,Japan,99622,770.0,1744.0,11.0,91890.0,568.0,5988.0,156.0,788,14.0,2681667.0,21225.0,126347390,Asia,1268,72447.0,47.0,10/30/2020
50,Austria,99576,5627.0,1082.0,26.0,64987.0,1621.0,33507.0,263.0,11035,120.0,2203993.0,244254.0,9023349,Europe,91,8340.0,4.0,10/30/2020
51,Belarus,97499,970.0,977.0,4.0,85982.0,650.0,10540.0,,10319,103.0,2470207.0,261445.0,9448290,Europe,97,9671.0,4.0,10/30/2020
52,Honduras,96150,951.0,2661.0,9.0,39804.0,678.0,53685.0,25.0,9658,267.0,225439.0,22644.0,9955885,North America,104,3741.0,44.0,10/30/2020
53,Ethiopia,95789,488.0,1464.0,7.0,51713.0,960.0,42612.0,327.0,827,13.0,1474983.0,12729.0,115879271,Africa,1210,79153.0,79.0,10/30/2020
54,Venezuela,91280,,789.0,,85897.0,,4594.0,117.0,3213,28.0,2103473.0,74042.0,28409088,South America,311,36006.0,14.0,10/30/2020
55,Armenia,87432,2398.0,1300.0,28.0,54316.0,1059.0,31816.0,,29487,438.0,397596.0,134093.0,2965079,Asia,34,2281.0,7.0,10/30/2020
218,China,85940,25.0,4634.0,,80967.0,24.0,339.0,7.0,60,3.0,160000000.0,111163.0,1439323776,Asia,16748,310601.0,9.0,10/30/2020
56,Bahrain,81466,204.0,319.0,2.0,78365.0,263.0,2782.0,20.0,47355,185.0,1741755.0,1012459.0,1720321,Asia,21,5393.0,1.0,10/30/2020
57,Lebanon,79529,1751.0,625.0,15.0,40352.0,1229.0,38552.0,270.0,11669,92.0,1212828.0,177958.0,6815239,Asia,86,10904.0,6.0,10/30/2020
58,Moldova,75201,968.0,1766.0,19.0,55190.0,695.0,18245.0,789.0,18656,438.0,370107.0,91819.0,4030840,Europe,54,2282.0,11.0,10/30/2020
59,Hungary,71413,3286.0,1699.0,65.0,17953.0,484.0,51761.0,267.0,7399,176.0,1048580.0,108637.0,9652179,Europe,135,5681.0,9.0,10/30/2020
60,Jordan,69306,3921.0,772.0,32.0,7600.0,92.0,60934.0,55.0,6771,75.0,1837854.0,179542.0,10236367,Asia,148,13260.0,6.0,10/30/2020
61,Uzbekistan,66628,236.0,563.0,2.0,63864.0,283.0,2201.0,252.0,1981,17.0,1377915.0,40976.0,33627397,Asia,505,59729.0,24.0,10/30/2020
62,Nigeria,62691,170.0,1144.0,3.0,58430.0,181.0,3117.0,7.0,302,6.0,620758.0,2988.0,207782446,Africa,3314,181628.0,335.0,10/30/2020
63,Paraguay,62050,,1373.0,,41800.0,,18877.0,119.0,8665,192.0,358694.0,50089.0,7161195,South America,115,5216.0,20.0,10/30/2020
64,Ireland,61059,762.0,1908.0,6.0,23364.0,,35787.0,42.0,12321,385.0,1620483.0,326984.0,4955853,Europe,81,2597.0,3.0,10/30/2020
65,Libya,60628,972.0,847.0,16.0,34369.0,819.0,25412.0,,8784,123.0,315926.0,45774.0,6901801,Africa,114,8149.0,22.0,10/30/2020
66,Kyrgyzstan,58394,596.0,1142.0,3.0,49522.0,425.0,7730.0,24.0,8903,174.0,414064.0,63127.0,6559205,Asia,112,5744.0,16.0,10/30/2020
67,Tunisia,58029,3751.0,1253.0,100.0,5032.0,,51744.0,229.0,4893,106.0,346083.0,29183.0,11859165,Africa,204,9465.0,34.0,10/30/2020
68,Singapore,58003,9.0,28.0,,57909.0,10.0,66.0,,9889,5.0,3680000.0,627400.0,5865478,Asia,101,209481.0,2.0,10/30/2020
69,Algeria,57651,319.0,1956.0,7.0,40014.0,379.0,15681.0,29.0,1307,44.0,,,44108049,Africa,765,22550.0,,10/30/2020
70,Slovakia,55091,3363.0,212.0,12.0,12508.0,281.0,42371.0,205.0,10089,39.0,751744.0,137669.0,5460520,Europe,99,25757.0,7.0,10/30/2020
71,Azerbaijan,54174,1022.0,718.0,10.0,42996.0,480.0,10460.0,,5327,71.0,1341466.0,131915.0,10169196,Asia,188,14163.0,8.0,10/30/2020
72,Kenya,53797,1185.0,981.0,17.0,35876.0,272.0,16940.0,36.0,993,18.0,687452.0,12694.0,54153626,Africa,1007,55202.0,79.0,10/30/2020
73,Palestine,53075,504.0,481.0,8.0,45896.0,448.0,6698.0,,10327,94.0,518239.0,100832.0,5139629,Asia,97,10685.0,10.0,10/30/2020
74,Myanmar,51496,1093.0,1219.0,20.0,31330.0,1323.0,18947.0,,944,22.0,675989.0,12397.0,54529966,Asia,1059,44733.0,81.0,10/30/2020
75,Bulgaria,51041,2891.0,1254.0,29.0,19877.0,182.0,29910.0,165.0,7364,181.0,714700.0,103118.0,6930918,Europe,136,5527.0,10.0,10/30/2020
76,Bosnia and Herzegovina,48137,1498.0,1212.0,30.0,27870.0,290.0,19055.0,,14703,370.0,311309.0,95085.0,3273991,Europe,68,2701.0,11.0,10/30/2020
77,Ghana,48055,,320.0,,47169.0,,566.0,11.0,1536,10.0,530421.0,16956.0,31282646,Africa,651,97758.0,59.0,10/30/2020
78,Croatia,46547,2772.0,531.0,20.0,30910.0,1677.0,15106.0,74.0,11362,130.0,485281.0,118454.0,4096797,Europe,88,7715.0,8.0,10/30/2020
79,Denmark,45225,1191.0,719.0,3.0,34052.0,451.0,10454.0,17.0,7799,124.0,5194489.0,895764.0,5798948,Europe,128,8065.0,1.0,10/30/2020
80,Serbia,45137,1545.0,814.0,5.0,31536.0,,12787.0,47.0,5173,93.0,1329100.0,152321.0,8725625,Europe,193,10719.0,7.0,10/30/2020
81,Afghanistan,41334,66.0,1533.0,1.0,34258.0,19.0,5543.0,93.0,1054,39.0,122182.0,3116.0,39211149,Asia,949,25578.0,321.0,10/30/2020
82,Georgia,37263,1696.0,285.0,12.0,19810.0,2906.0,17168.0,,9347,71.0,860418.0,215827.0,3986618,Asia,107,13988.0,5.0,10/30/2020
83,Greece,37196,1686.0,620.0,5.0,9989.0,,26587.0,128.0,3574,60.0,1753842.0,168541.0,10406046,Europe,280,16784.0,6.0,10/30/2020
84,El Salvador,33445,,971.0,4.0,29186.0,,3288.0,42.0,5148,149.0,470913.0,72482.0,6497009,North America,194,6691.0,14.0,10/30/2020
85,Slovenia,32503,1798.0,315.0,23.0,11208.0,807.0,20980.0,122.0,15634,152.0,357268.0,171843.0,2079033,Europe,64,6600.0,6.0,10/30/2020
86,Malaysia,30889,799.0,249.0,3.0,20248.0,491.0,10392.0,90.0,950,8.0,2101890.0,64670.0,32501543,Asia,1052,130528.0,15.0,10/30/2020
87,North Macedonia,30488,930.0,982.0,5.0,20448.0,454.0,9058.0,25.0,14634,471.0,243357.0,116811.0,2083346,Europe,68,2122.0,9.0,10/30/2020
88,Australia,27580,11.0,907.0,,25240.0,1.0,1433.0,1.0,1077,35.0,8742009.0,341528.0,25596745,Australia/Oceania,928,28221.0,3.0,10/30/2020
89,S. Korea,26385,114.0,463.0,1.0,24227.0,59.0,1695.0,51.0,514,9.0,2612231.0,50937.0,51283826,Asia,1944,110764.0,20.0,10/30/2020
90,Cameroon,21793,,426.0,,20117.0,,1250.0,61.0,814,16.0,149000.0,5568.0,26758306,Africa,1228,62813.0,180.0,10/30/2020
91,Ivory Coast,20692,64.0,124.0,,20349.0,39.0,219.0,,778,5.0,193715.0,7286.0,26588317,Africa,1285,214422.0,137.0,10/30/2020
92,Albania,20634,319.0,502.0,3.0,11097.0,90.0,9035.0,15.0,7173,175.0,119561.0,41561.0,2876752,Europe,139,5731.0,24.0,10/30/2020
93,Norway,19861,297.0,282.0,1.0,11863.0,,7716.0,10.0,3654,52.0,1580349.0,290763.0,5435187,Europe,274,19274.0,3.0,10/30/2020
94,Montenegro,18066,320.0,294.0,4.0,13942.0,215.0,3830.0,26.0,28763,468.0,89345.0,142248.0,628092,Europe,35,2136.0,7.0,10/30/2020
95,Luxembourg,17134,778.0,152.0,2.0,10081.0,216.0,6901.0,24.0,27227,242.0,1051725.0,1671286.0,629291,Europe,37,4140.0,1.0,10/30/2020
96,Madagascar,16968,,244.0,,16301.0,,423.0,16.0,608,9.0,87659.0,3140.0,27919623,Africa,1645,114425.0,319.0,10/30/2020
97,Zambia,16415,90.0,349.0,1.0,15600.0,15.0,466.0,,885,19.0,256047.0,13804.0,18548750,Africa,1130,53148.0,72.0,10/30/2020
98,Finland,15910,344.0,358.0,4.0,11300.0,,4252.0,10.0,2870,65.0,1512490.0,272837.0,5543574,Europe,348,15485.0,4.0,10/30/2020
99,Senegal,15605,12.0,323.0,,14732.0,72.0,550.0,6.0,924,19.0,206562.0,12233.0,16885492,Africa,1082,52277.0,82.0,10/30/2020
100,Lithuania,13823,735.0,157.0,7.0,4691.0,109.0,8975.0,34.0,5102,58.0,1010596.0,372987.0,2709470,Europe,196,17258.0,3.0,10/30/2020
101,Sudan,13804,27.0,837.0,,6764.0,,6203.0,,312,19.0,,,44179132,Africa,3200,52783.0,,10/30/2020
102,Namibia,12907,49.0,133.0,,11000.0,28.0,1774.0,5.0,5050,52.0,126796.0,49610.0,2555839,Africa,198,19217.0,20.0,10/30/2020
103,Mozambique,12777,252.0,91.0,,10437.0,436.0,2249.0,,405,3.0,187499.0,5946.0,31535713,Africa,2468,346546.0,168.0,10/30/2020
104,Uganda,12410,209.0,110.0,2.0,7503.0,42.0,4797.0,,269,2.0,547279.0,11846.0,46200987,Africa,3723,420009.0,84.0,10/30/2020
105,Guinea,12072,52.0,72.0,1.0,10550.0,,1450.0,24.0,911,5.0,41696.0,3148.0,13246958,Africa,1097,183986.0,318.0,10/30/2020
106,Maldives,11643,27.0,37.0,,10779.0,46.0,827.0,12.0,21417,68.0,150743.0,277287.0,543636,Asia,47,14693.0,4.0,10/30/2020
107,DRC,11253,,305.0,,10554.0,,394.0,,124,3.0,,,90429915,Africa,8036,296492.0,,10/30/2020
108,Tajikistan,10977,38.0,82.0,,10182.0,54.0,713.0,,1143,9.0,,,9606753,Asia,875,117156.0,,10/30/2020
109,Angola,10558,289.0,279.0,4.0,4107.0,371.0,6172.0,45.0,318,8.0,85213.0,2567.0,33192044,Africa,3144,118968.0,390.0,10/30/2020
110,French Guiana,10425,,70.0,,9995.0,,360.0,3.0,34615,232.0,74011.0,245747.0,301167,South America,29,4302.0,4.0,10/30/2020
111,Sri Lanka,10424,633.0,19.0,,4282.0,140.0,6123.0,,486,0.9,480838.0,22424.0,21442920,Asia,2057,1128575.0,45.0,10/30/2020
112,Haiti,9057,,232.0,,7429.0,,1396.0,,791,20.0,32176.0,2811.0,11448000,North America,1264,49345.0,356.0,10/30/2020
113,Jamaica,9005,78.0,205.0,3.0,4442.0,13.0,4358.0,3.0,3037,69.0,95083.0,32064.0,2965437,North America,329,14466.0,31.0,10/30/2020
114,Gabon,8957,,55.0,,8619.0,,283.0,3.0,3994,25.0,234341.0,104493.0,2242649,Africa,250,40775.0,10.0,10/30/2020
115,Cabo Verde,8694,91.0,95.0,,7913.0,117.0,686.0,23.0,15582,170.0,87480.0,156784.0,557966,Africa,64,5873.0,6.0,10/30/2020
116,Zimbabwe,8362,13.0,242.0,,7884.0,20.0,236.0,,560,16.0,163656.0,10959.0,14933481,Africa,1786,61709.0,91.0,10/30/2020
117,Mauritania,7700,,163.0,,7416.0,,121.0,3.0,1642,35.0,87246.0,18607.0,4688873,Africa,609,28766.0,54.0,10/30/2020
118,Guadeloupe,7605,,126.0,,2242.0,,5237.0,19.0,19006,315.0,67445.0,168551.0,400147,North America,53,3176.0,6.0,10/30/2020
119,French Polynesia,7262,,29.0,,4842.0,,2391.0,24.0,25803,103.0,26355.0,93642.0,281444,Australia/Oceania,39,9705.0,11.0,10/30/2020
120,Cuba,6801,35.0,128.0,,6178.0,46.0,495.0,3.0,601,11.0,832287.0,73496.0,11324318,North America,1665,88471.0,14.0,10/30/2020
121,Bahamas,6644,37.0,142.0,4.0,4257.0,,2245.0,12.0,16843,360.0,35181.0,89184.0,394477,North America,59,2778.0,11.0,10/30/2020
122,Botswana,6642,,24.0,,4676.0,,1942.0,1.0,2806,10.0,299546.0,126551.0,2366993,Africa,356,98625.0,8.0,10/30/2020
123,Malta,5942,76.0,61.0,2.0,3990.0,110.0,1891.0,15.0,13446,138.0,332621.0,752652.0,441932,Europe,74,7245.0,1.0,10/30/2020
124,Malawi,5923,7.0,184.0,,5323.0,20.0,416.0,4.0,307,10.0,62171.0,3223.0,19288664,Africa,3257,104830.0,310.0,10/30/2020
125,Eswatini,5909,10.0,117.0,,5557.0,15.0,235.0,19.0,5076,101.0,46202.0,39689.0,1164103,Africa,197,9950.0,25.0,10/30/2020
126,Syria,5683,50.0,285.0,4.0,1937.0,39.0,3461.0,,322,16.0,,,17637454,Asia,3104,61886.0,,10/30/2020
127,Latvia,5679,284.0,69.0,5.0,1406.0,,4204.0,10.0,3022,37.0,448409.0,238619.0,1879183,Europe,331,27235.0,4.0,10/30/2020
128,Trinidad and Tobago,5668,32.0,107.0,,4455.0,162.0,1106.0,14.0,4046,76.0,33014.0,23565.0,1400987,North America,247,13093.0,42.0,10/30/2020
129,Réunion,5659,187.0,24.0,2.0,4884.0,254.0,751.0,10.0,6306,27.0,35419.0,39468.0,897416,Africa,159,37392.0,25.0,10/30/2020
130,Djibouti,5559,1.0,61.0,,5437.0,6.0,61.0,,5600,61.0,84973.0,85599.0,992685,Africa,179,16274.0,12.0,10/30/2020
131,Nicaragua,5514,,156.0,,4225.0,,1133.0,,829,23.0,,,6650347,North America,1206,42630.0,,10/30/2020
132,Hong Kong,5321,7.0,105.0,,5082.0,9.0,134.0,9.0,708,14.0,3707664.0,493238.0,7516983,Asia,1413,71590.0,2.0,10/30/2020
133,Congo,5290,,92.0,,3887.0,,1311.0,,951,17.0,,,5561771,Africa,1051,60454.0,,10/30/2020
134,Suriname,5197,,111.0,,5053.0,,33.0,3.0,8833,189.0,18741.0,31853.0,588359,South America,113,5301.0,31.0,10/30/2020
135,Rwanda,5134,3.0,35.0,,4878.0,27.0,221.0,,393,3.0,555686.0,42564.0,13055457,Africa,2543,373013.0,23.0,10/30/2020
136,Equatorial Guinea,5083,,83.0,,4964.0,,36.0,1.0,3586,59.0,65408.0,46139.0,1417635,Africa,279,17080.0,22.0,10/30/2020
137,CAR,4863,,62.0,,1924.0,,2877.0,2.0,1001,13.0,32711.0,6735.0,4857047,Africa,999,78339.0,148.0,10/30/2020
138,Iceland,4797,78.0,13.0,1.0,3788.0,87.0,996.0,4.0,14027,38.0,350762.0,1025701.0,341973,Europe,71,26306.0,1.0,10/30/2020
139,Estonia,4771,101.0,73.0,,3747.0,63.0,951.0,4.0,3596,55.0,259758.0,195773.0,1326831,Europe,278,18176.0,5.0,10/30/2020
140,Andorra,4665,98.0,75.0,2.0,3377.0,117.0,1213.0,22.0,60345,970.0,146308.0,1892583.0,77306,Europe,17,1031.0,1.0,10/30/2020
141,Aruba,4494,22.0,37.0,,4286.0,,171.0,4.0,42033,346.0,39418.0,368682.0,106916,North America,24,2890.0,3.0,10/30/2020
142,Mayotte,4366,,44.0,,2964.0,,1358.0,4.0,15880,160.0,13000.0,47284.0,274934,Africa,63,6249.0,21.0,10/30/2020
143,Guyana,4143,45.0,124.0,1.0,3192.0,38.0,827.0,10.0,5259,157.0,19266.0,24455.0,787805,South America,190,6353.0,41.0,10/30/2020
144,Cyprus,4051,,25.0,,1882.0,,2144.0,2.0,3347,21.0,471104.0,389261.0,1210252,Asia,299,48410.0,3.0,10/30/2020
145,Somalia,3941,,104.0,,3185.0,,652.0,,246,6.0,,,16035169,Africa,4069,154184.0,,10/30/2020
146,Thailand,3775,12.0,59.0,,3585.0,15.0,131.0,1.0,54,0.8,977854.0,13998.0,69857979,Asia,18505,1184034.0,71.0,10/30/2020
147,Gambia,3666,,119.0,,2666.0,,881.0,,1503,49.0,20561.0,8432.0,2438396,Africa,665,20491.0,119.0,10/30/2020
148,Martinique,3552,,30.0,,98.0,,3424.0,16.0,9468,80.0,50071.0,133463.0,375168,North America,106,12506.0,7.0,10/30/2020
149,Mali,3545,8.0,136.0,,2746.0,60.0,663.0,,173,7.0,74112.0,3626.0,20437315,Africa,5765,150274.0,276.0,10/30/2020
150,Belize,3382,121.0,56.0,4.0,2127.0,51.0,1199.0,1.0,8456,140.0,22406.0,56019.0,399971,North America,118,7142.0,18.0,10/30/2020
151,Uruguay,3044,,57.0,,2504.0,,483.0,11.0,875,16.0,314820.0,90525.0,3477712,South America,1142,61012.0,11.0,10/30/2020
152,South Sudan,2903,,58.0,,1290.0,,1555.0,,258,5.0,12044.0,1072.0,11236682,Africa,3871,193736.0,933.0,10/30/2020
153,Benin,2643,,41.0,,2330.0,,272.0,,216,3.0,238105.0,19477.0,12225101,Africa,4625,298173.0,51.0,10/30/2020
154,Burkina Faso,2471,,67.0,,2211.0,,193.0,,117,3.0,,,21086891,Africa,8534,314730.0,,10/30/2020
155,Guinea-Bissau,2403,,41.0,,1818.0,,544.0,5.0,1212,21.0,,,1982982,Africa,825,48365.0,,10/30/2020
156,Sierra Leone,2365,3.0,74.0,,1798.0,3.0,493.0,,295,9.0,,,8029470,Africa,3395,108506.0,,10/30/2020
157,Togo,2312,16.0,55.0,,1640.0,13.0,617.0,,277,7.0,118291.0,14181.0,8341233,Africa,3608,151659.0,71.0,10/30/2020
158,Yemen,2062,,599.0,,1366.0,,97.0,,69,20.0,,,30038008,Asia,14567,50147.0,,10/30/2020
159,Lesotho,1953,6.0,44.0,1.0,975.0,,934.0,,909,20.0,22645.0,10543.0,2147835,Africa,1100,48814.0,95.0,10/30/2020
160,New Zealand,1950,1.0,25.0,,1857.0,3.0,68.0,,390,5.0,1090702.0,218049.0,5002100,Australia/Oceania,2565,200084.0,5.0,10/30/2020
161,Chad,1483,10.0,98.0,1.0,1314.0,7.0,71.0,,89,6.0,,,16576580,Africa,11178,169149.0,,10/30/2020
162,Liberia,1426,,82.0,,1279.0,,65.0,2.0,280,16.0,30332.0,5952.0,5095974,Africa,3574,62146.0,168.0,10/30/2020
163,Niger,1220,1.0,69.0,,1137.0,2.0,14.0,9.0,50,3.0,37027.0,1512.0,24483766,Africa,20069,354837.0,661.0,10/30/2020
164,Vietnam,1177,,35.0,,1062.0,,80.0,,12,0.4,1246480.0,12768.0,97626271,Asia,82945,2789322.0,78.0,10/30/2020
165,Curaçao,958,14.0,1.0,,660.0,17.0,297.0,4.0,5830,6.0,12860.0,78264.0,164315,North America,172,164315.0,13.0,10/30/2020
166,Sao Tome and Principe,945,1.0,16.0,,904.0,,25.0,,4286,73.0,6283.0,28497.0,220479,Africa,233,13780.0,35.0,10/30/2020
167,San Marino,928,,42.0,,721.0,,165.0,3.0,27330,1237.0,10165.0,299367.0,33955,Europe,37,808.0,3.0,10/30/2020
168,Channel Islands,841,5.0,48.0,,713.0,3.0,80.0,10.0,4823,275.0,165849.0,951029.0,174389,Europe,207,3633.0,1.0,10/30/2020
169,Sint Maarten,805,,22.0,,730.0,,53.0,6.0,18706,511.0,6776.0,157453.0,43035,North America,53,1956.0,6.0,10/30/2020
171,Turks and Caicos,703,,6.0,,689.0,,8.0,1.0,18078,154.0,4261.0,109571.0,38888,North America,55,6481.0,9.0,10/30/2020
172,Gibraltar,693,5.0,,,590.0,6.0,103.0,23.0,20571,,65445.0,1942680.0,33688,Europe,49,,1.0,10/30/2020
