#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",TotCases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,Date
14,Iran,663800,,37409.0,,509952.0,,116439.0,5495.0,7868,443.0,5147249.0,61010.0,84367851,Asia,127,2255.0,16.0,11/07/2020
15,Germany,641362,,11364.0,,402500.0,,227498.0,2653.0,7646,135.0,23393311.0,278895.0,83878426,Europe,131,7381.0,4.0,11/07/2020
16,Chile,518390,,14450.0,,494303.0,,9637.0,733.0,27036,754.0,4502579.0,234831.0,19173714,South America,37,1327.0,4.0,11/07/2020
17,Poland,493765,,7287.0,,188675.0,,297803.0,1703.0,13052,193.0,5113336.0,135159.0,37831922,Europe,77,5192.0,7.0,11/07/2020
18,Iraq,493139,,11244.0,,423266.0,,58629.0,395.0,12166,277.0,2970814.0,73293.0,40533455,Asia,82,3605.0,14.0,11/07/2020
19,Belgium,488044,8703.0,12708.0,188.0,28613.0,626.0,446723.0,1459.0,42046,1095.0,5218137.0,449553.0,11607388,Europe,24,913.0,2.0,11/07/2020
20,Ukraine,450934,10746.0,8312.0,187.0,204229.0,8685.0,238393.0,177.0,10333,190.0,3312549.0,75906.0,43640161,Europe,97,5250.0,13.0,11/07/2020
21,Indonesia,433836,4262.0,14540.0,98.0,364417.0,3712.0,54879.0,,1580,53.0,4716187.0,17179.0,274534958,Asia,633,18881.0,58.0,11/07/2020
22,Bangladesh,417475,,6036.0,,335027.0,,76412.0,,2526,37.0,2418423.0,14634.0,165263516,Asia,396,27380.0,68.0,11/07/2020
23,Czechia,403497,,4484.0,,214882.0,,184131.0,1156.0,37654,418.0,2516543.0,234840.0,10715998,Europe,27,2390.0,4.0,11/07/2020
24,Netherlands,397730,,7887.0,,,,,630.0,23194,460.0,3535613.0,206179.0,17148258,Europe,43,2174.0,5.0,11/07/2020
25,Philippines,393961,2157.0,7485.0,24.0,350216.0,252.0,36260.0,1483.0,3579,68.0,4972090.0,45164.0,110089373,Asia,279,14708.0,22.0,11/07/2020
26,Turkey,389256,,10722.0,,334293.0,,44241.0,2654.0,4598,127.0,14846192.0,175370.0,84656326,Asia,217,7896.0,6.0,11/07/2020
27,Saudi Arabia,349822,,5506.0,,336533.0,,7783.0,736.0,9994,157.0,8395130.0,239845.0,35002296,Asia,100,6357.0,4.0,11/07/2020
28,Pakistan,341753,1502.0,6943.0,20.0,317898.0,812.0,16912.0,890.0,1537,31.0,4643913.0,20883.0,222375774,Asia,651,32029.0,48.0,11/07/2020
29,Israel,318402,,2644.0,,306890.0,,8868.0,324.0,34618,287.0,4794817.0,521312.0,9197590,Asia,29,3479.0,2.0,11/07/2020
30,Romania,287062,,7663.0,,195971.0,,83428.0,1001.0,14957,399.0,3418245.0,178108.0,19191941,Europe,67,2504.0,6.0,11/07/2020
31,Canada,255809,,10436.0,,211237.0,,34136.0,238.0,6757,276.0,9826986.0,259574.0,37858112,North America,148,3628.0,4.0,11/07/2020
32,Morocco,246349,,4127.0,,200954.0,,41268.0,884.0,6647,111.0,3451451.0,93123.0,37063300,Africa,150,8981.0,11.0,11/07/2020
33,Switzerland,211913,,2712.0,,87300.0,,121901.0,426.0,24423,313.0,2157721.0,248676.0,8676838,Europe,41,3199.0,4.0,11/07/2020
34,Nepal,188883,,1070.0,,152908.0,,34905.0,,6442,36.0,1517343.0,51754.0,29318386,Asia,155,27400.0,19.0,11/07/2020
35,Ecuador,172508,,12761.0,,149048.0,,10699.0,333.0,9726,719.0,563159.0,31752.0,17736206,South America,103,1390.0,31.0,11/07/2020
36,Portugal,166900,,2792.0,,93754.0,,70354.0,340.0,16385,274.0,3642907.0,357633.0,10186152,Europe,61,3648.0,3.0,11/07/2020
37,Sweden,146461,,6022.0,,,,,92.0,14470,595.0,2431770.0,240260.0,10121397,Europe,69,1681.0,4.0,11/07/2020
38,Bolivia,142343,142.0,8781.0,13.0,113899.0,513.0,19663.0,71.0,12137,749.0,338006.0,28819.0,11728491,South America,82,1336.0,35.0,11/07/2020
39,UAE,139891,,510.0,,136936.0,,2445.0,,14085,51.0,13850488.0,1394516.0,9932110,Asia,71,19475.0,1.0,11/07/2020
40,Austria,138979,,1340.0,,83707.0,,53932.0,421.0,15400,148.0,2396015.0,265502.0,9024470,Europe,65,6735.0,4.0,11/07/2020
41,Panama,137760,,2770.0,,115990.0,,19000.0,128.0,31754,638.0,701637.0,161728.0,4338367,North America,31,1566.0,6.0,11/07/2020
42,Qatar,133811,,232.0,,130881.0,,2698.0,39.0,47657,83.0,1007050.0,358661.0,2807805,Asia,21,12103.0,3.0,11/07/2020
43,Kuwait,130463,,804.0,,121263.0,,8396.0,115.0,30393,187.0,955447.0,222583.0,4292542,Asia,33,5339.0,4.0,11/07/2020
44,Dominican Republic,129300,,2261.0,,107038.0,,20001.0,175.0,11878,208.0,616366.0,56620.0,10885972,North America,84,4815.0,18.0,11/07/2020
45,Oman,117167,,1286.0,,107368.0,,8513.0,145.0,22746,250.0,376700.0,73129.0,5151197,Asia,44,4006.0,14.0,11/07/2020
46,Kazakhstan,115439,613.0,1857.0,,107530.0,191.0,6052.0,221.0,6122,98.0,3645655.0,193351.0,18855109,Asia,163,10154.0,5.0,11/07/2020
47,Costa Rica,115417,,1453.0,,70421.0,,43543.0,170.0,22585,284.0,326539.0,63897.0,5110411,North America,44,3517.0,16.0,11/07/2020
48,Guatemala,110502,,3794.0,,100319.0,,6389.0,5.0,6129,210.0,451077.0,25018.0,18030321,North America,163,4752.0,40.0,11/07/2020
49,Egypt,108754,,6343.0,,100106.0,,2305.0,41.0,1056,62.0,135000.0,1311.0,103002425,Africa,947,16239.0,763.0,11/07/2020
50,Hungary,104943,5318.0,2357.0,107.0,24847.0,1634.0,77739.0,405.0,10873,244.0,1189962.0,123291.0,9651645,Europe,92,4095.0,8.0,11/07/2020
51,Japan,104782,,1806.0,,95756.0,,7220.0,189.0,829,14.0,2818683.0,22310.0,126338964,Asia,1206,69955.0,45.0,11/07/2020
52,Belarus,104286,,1001.0,,89555.0,,13730.0,,11038,106.0,2628891.0,278242.0,9448222,Europe,91,9439.0,4.0,11/07/2020
53,Armenia,104249,2476.0,1533.0,27.0,63258.0,1476.0,39458.0,,35158,517.0,434026.0,146373.0,2965199,Asia,28,1934.0,7.0,11/07/2020
54,Jordan,101248,,1136.0,,8506.0,,91606.0,382.0,9889,111.0,2003989.0,195729.0,10238579,Asia,101,9013.0,5.0,11/07/2020
55,Honduras,99576,229.0,2741.0,5.0,42609.0,35.0,54226.0,24.0,9998,275.0,231650.0,23260.0,9959331,North America,100,3633.0,43.0,11/07/2020
56,Ethiopia,98746,,1512.0,,58103.0,,39131.0,332.0,852,13.0,1514869.0,13066.0,115941703,Africa,1174,76681.0,77.0,11/07/2020
57,Venezuela,94305,,821.0,,89099.0,,4385.0,117.0,3320,29.0,2186865.0,76982.0,28407335,South America,301,34601.0,13.0,11/07/2020
58,Lebanon,91328,,700.0,,45820.0,,44808.0,274.0,13402,103.0,1302138.0,191081.0,6814574,Asia,75,9735.0,5.0,11/07/2020
218,China,86184,33.0,4634.0,,81131.0,33.0,419.0,8.0,60,3.0,160000000.0,111163.0,1439323776,Asia,16701,310601.0,9.0,11/07/2020
59,Bahrain,83023,,328.0,,80526.0,,2169.0,20.0,48224,191.0,1814090.0,1053710.0,1721621,Asia,21,5249.0,1.0,11/07/2020
60,Moldova,80501,,1882.0,,60220.0,,18399.0,814.0,19972,467.0,389127.0,96542.0,4030636,Europe,50,2142.0,10.0,11/07/2020
61,Bulgaria,72184,,1576.0,,23436.0,,47172.0,257.0,10416,227.0,784575.0,113218.0,6929781,Europe,96,4397.0,9.0,11/07/2020
62,Slovakia,71088,,317.0,,16990.0,,53781.0,218.0,13018,58.0,870094.0,159341.0,5460577,Europe,77,17226.0,6.0,11/07/2020
63,Uzbekistan,68367,228.0,580.0,1.0,65550.0,217.0,2237.0,257.0,2032,17.0,1377915.0,40963.0,33638004,Asia,492,57997.0,24.0,11/07/2020
64,Paraguay,66481,,1472.0,,46466.0,,18543.0,114.0,9281,205.0,380237.0,53083.0,7163110,South America,108,4866.0,19.0,11/07/2020
65,Libya,66444,,915.0,,38624.0,,26905.0,,9624,133.0,339650.0,49197.0,6903844,Africa,104,7545.0,20.0,11/07/2020
66,Tunisia,66334,,1577.0,,36727.0,,28030.0,269.0,5592,133.0,368787.0,31090.0,11861866,Africa,179,7522.0,32.0,11/07/2020
67,Ireland,64538,,1940.0,,23364.0,,39234.0,37.0,13019,391.0,1703661.0,343684.0,4957058,Europe,77,2555.0,3.0,11/07/2020
68,Nigeria,63731,,1155.0,,59844.0,,2732.0,10.0,307,6.0,673183.0,3238.0,207894460,Africa,3262,179995.0,309.0,11/07/2020
69,Azerbaijan,62338,,811.0,,47270.0,,14257.0,,6129,80.0,1417368.0,139351.0,10171192,Asia,163,12542.0,7.0,11/07/2020
70,Croatia,62305,,717.0,,46021.0,,15567.0,135.0,15210,175.0,541605.0,132220.0,4096247,Europe,66,5713.0,8.0,11/07/2020
71,Kyrgyzstan,61748,,1170.0,,52855.0,,7723.0,24.0,9411,178.0,430463.0,65604.0,6561560,Asia,106,5608.0,15.0,11/07/2020
72,Algeria,60800,,2024.0,,41510.0,,17266.0,29.0,1378,46.0,,,44125379,Africa,726,21801.0,,11/07/2020
73,Kenya,60704,,1093.0,,40131.0,,19480.0,62.0,1120,20.0,730363.0,13480.0,54179575,Africa,893,49570.0,74.0,11/07/2020
74,Bosnia and Herzegovina,59427,,1457.0,,29970.0,,28000.0,,18154,445.0,336968.0,102937.0,3273547,Europe,55,2247.0,10.0,11/07/2020
75,Myanmar,59277,,1376.0,,43277.0,,14624.0,,1087,25.0,765399.0,14034.0,54537925,Asia,920,39635.0,71.0,11/07/2020
76,Singapore,58054,7.0,28.0,,57959.0,,67.0,,9896,5.0,3879052.0,661223.0,5866482,Asia,101,209517.0,2.0,11/07/2020
77,Serbia,57958,,871.0,,31536.0,,25551.0,57.0,6643,100.0,1401663.0,160652.0,8724860,Europe,151,10017.0,6.0,11/07/2020
78,Palestine,57226,,511.0,,49537.0,,7178.0,,11129,99.0,551948.0,107336.0,5142228,Asia,90,10063.0,9.0,11/07/2020
79,Georgia,54852,2859.0,441.0,18.0,39773.0,2754.0,14638.0,,13760,111.0,950253.0,238371.0,3986451,Asia,73,9040.0,4.0,11/07/2020
80,Denmark,53180,,738.0,,38627.0,,13815.0,23.0,9170,127.0,5666843.0,977144.0,5799393,Europe,109,7858.0,1.0,11/07/2020
81,Greece,52254,,715.0,,9989.0,,41550.0,196.0,5022,69.0,1902458.0,182842.0,10404938,Europe,199,14552.0,5.0,11/07/2020
82,Ghana,48788,,320.0,,47521.0,,947.0,14.0,1559,10.0,543316.0,17360.0,31296852,Africa,641,97803.0,58.0,11/07/2020
83,Slovenia,42658,,497.0,,18825.0,,23336.0,169.0,20518,239.0,393813.0,189421.0,2079039,Europe,49,4183.0,5.0,11/07/2020
84,Afghanistan,42033,58.0,1556.0,2.0,34446.0,6.0,6031.0,93.0,1071,40.0,125112.0,3189.0,39230359,Asia,933,25212.0,314.0,11/07/2020
85,Malaysia,38189,,279.0,,26380.0,,11530.0,83.0,1175,9.0,2238559.0,68856.0,32510607,Asia,851,116525.0,15.0,11/07/2020
86,North Macedonia,37499,,1096.0,,22835.0,,13568.0,25.0,17999,526.0,265528.0,127453.0,2083344,Europe,56,1901.0,8.0,11/07/2020
87,El Salvador,34966,,1006.0,4.0,30941.0,,3019.0,55.0,5381,155.0,490212.0,75444.0,6497723,North America,186,6459.0,13.0,11/07/2020
88,Australia,27650,5.0,907.0,,25435.0,7.0,1308.0,1.0,1080,35.0,9058391.0,353799.0,25603210,Australia/Oceania,926,28228.0,3.0,11/07/2020
89,S. Korea,27284,89.0,477.0,1.0,24910.0,89.0,1897.0,53.0,532,9.0,2697249.0,52594.0,51284787,Asia,1880,107515.0,19.0,11/07/2020
90,Norway,23835,,285.0,,11863.0,,11687.0,16.0,4385,52.0,1786321.0,328603.0,5436112,Europe,228,19074.0,3.0,11/07/2020
91,Albania,23210,,549.0,,11861.0,,10800.0,14.0,8068,191.0,127148.0,44200.0,2876683,Europe,124,5240.0,23.0,11/07/2020
92,Cameroon,22103,,429.0,,21151.0,,523.0,61.0,826,16.0,149000.0,5565.0,26772794,Africa,1211,62407.0,180.0,11/07/2020
93,Montenegro,22079,,328.0,,15294.0,,6457.0,28.0,35152,522.0,96804.0,154123.0,628094,Europe,28,1915.0,6.0,11/07/2020
94,Luxembourg,21806,,180.0,,12094.0,,9532.0,37.0,34639,286.0,1131669.0,1797687.0,629514,Europe,29,3497.0,1.0,11/07/2020
95,Ivory Coast,20801,,126.0,,20477.0,,198.0,,782,5.0,197708.0,7432.0,26602638,Africa,1279,211132.0,135.0,11/07/2020
96,Lithuania,20747,,192.0,,5454.0,,15101.0,64.0,7660,71.0,1080306.0,398836.0,2708646,Europe,131,14108.0,3.0,11/07/2020
97,Finland,17385,,362.0,,12700.0,,4323.0,13.0,3136,65.0,1596308.0,287947.0,5543761,Europe,319,15314.0,3.0,11/07/2020
98,Madagascar,17111,,244.0,,16409.0,,458.0,16.0,613,9.0,89524.0,3205.0,27935234,Africa,1633,114489.0,312.0,11/07/2020
99,Zambia,16819,,349.0,,15862.0,,608.0,,906,19.0,289227.0,15583.0,18560047,Africa,1104,53181.0,64.0,11/07/2020
100,Senegal,15676,,326.0,,15294.0,,56.0,1.0,928,19.0,211884.0,12541.0,16895170,Africa,1078,51826.0,80.0,11/07/2020
101,Sudan,13943,,837.0,,6764.0,,6342.0,,315,19.0,,,44201569,Africa,3170,52810.0,,11/07/2020
102,Uganda,13852,,131.0,,7727.0,,5994.0,,300,3.0,563835.0,12196.0,46232714,Africa,3338,352921.0,82.0,11/07/2020
103,Mozambique,13485,,99.0,,11275.0,,2111.0,,427,3.0,196793.0,6237.0,31554928,Africa,2340,318737.0,160.0,11/07/2020
104,Namibia,13143,,133.0,,11578.0,,1432.0,3.0,5140,52.0,131715.0,51515.0,2556846,Africa,195,19224.0,19.0,11/07/2020
105,Sri Lanka,12970,,30.0,,7186.0,,5754.0,,605,1.0,545043.0,25416.0,21444878,Asia,1653,714829.0,39.0,11/07/2020
106,Guinea,12363,,73.0,,10751.0,,1539.0,24.0,933,6.0,45747.0,3451.0,13254772,Africa,1072,181572.0,290.0,11/07/2020
107,Angola,12223,,300.0,,5626.0,,6297.0,34.0,368,9.0,85213.0,2566.0,33214495,Africa,2717,110715.0,390.0,11/07/2020
108,Maldives,11932,,39.0,,11041.0,,852.0,12.0,21940,72.0,150743.0,277181.0,543844,Asia,46,13945.0,4.0,11/07/2020
109,DRC,11517,,315.0,,10838.0,,364.0,,127,3.0,,,90489699,Africa,7857,287269.0,,11/07/2020
110,Tajikistan,11256,,83.0,,10546.0,,627.0,,1171,9.0,,,9611447,Asia,854,115801.0,,11/07/2020
111,French Guiana,10647,,70.0,,9995.0,,582.0,1.0,35333,232.0,76357.0,253394.0,301337,South America,28,4305.0,4.0,11/07/2020
112,French Polynesia,9995,,39.0,,4842.0,,5114.0,25.0,35509,139.0,26355.0,93630.0,281479,Australia/Oceania,28,7217.0,11.0,11/07/2020
113,Jamaica,9426,,218.0,,4801.0,,4407.0,6.0,3178,74.0,99574.0,33575.0,2965719,North America,315,13604.0,30.0,11/07/2020
114,Cabo Verde,9224,,100.0,,8363.0,,761.0,23.0,16528,179.0,94729.0,169735.0,558098,Africa,61,5581.0,6.0,11/07/2020
115,Haiti,9127,,232.0,,7618.0,,1277.0,,797,20.0,33073.0,2888.0,11451037,North America,1255,49358.0,346.0,11/07/2020
116,Gabon,9022,,55.0,,8878.0,,89.0,10.0,4021,25.0,254291.0,113330.0,2243801,Africa,249,40796.0,9.0,11/07/2020
117,Zimbabwe,8471,,250.0,,7983.0,,238.0,,567,17.0,166266.0,11130.0,14938212,Africa,1763,59753.0,90.0,11/07/2020
118,Guadeloupe,7903,,133.0,,2242.0,,5528.0,19.0,19750,332.0,70195.0,175423.0,400148,North America,51,3009.0,6.0,11/07/2020
119,Botswana,7835,,27.0,,5534.0,,2274.0,1.0,3309,11.0,330611.0,139614.0,2368033,Africa,302,87705.0,7.0,11/07/2020
120,Mauritania,7804,,165.0,,7469.0,,170.0,3.0,1663,35.0,89940.0,19171.0,4691554,Africa,601,28434.0,52.0,11/07/2020
121,Latvia,7476,,95.0,,1444.0,,5937.0,10.0,3979,51.0,487554.0,259513.0,1878730,Europe,251,19776.0,4.0,11/07/2020
122,Cuba,7228,,130.0,,6542.0,,556.0,6.0,638,11.0,891877.0,78759.0,11324167,North America,1567,87109.0,13.0,11/07/2020
123,Malta,6893,,73.0,,4832.0,,1988.0,15.0,15597,165.0,355515.0,804409.0,441958,Europe,64,6054.0,1.0,11/07/2020
124,Bahamas,6882,,150.0,,4779.0,,1953.0,7.0,17442,380.0,37092.0,94009.0,394559,North America,57,2630.0,11.0,11/07/2020
125,Réunion,6264,,27.0,,5380.0,,857.0,14.0,6979,30.0,35419.0,39462.0,897555,Africa,143,33243.0,25.0,11/07/2020
126,Syria,6102,,309.0,,2254.0,,3539.0,,346,18.0,,,17646773,Asia,2892,57109.0,,11/07/2020
127,Eswatini,5976,,117.0,,5704.0,,155.0,9.0,5132,100.0,54637.0,46924.0,1164365,Africa,195,9952.0,21.0,11/07/2020
128,Malawi,5942,,184.0,,5346.0,,412.0,4.0,308,10.0,65355.0,3386.0,19299505,Africa,3248,104889.0,295.0,11/07/2020
129,Trinidad and Tobago,5798,,111.0,,5084.0,,603.0,14.0,4138,79.0,33861.0,24168.0,1401086,North America,242,12622.0,41.0,11/07/2020
130,Estonia,5705,,73.0,,4103.0,,1529.0,2.0,4300,55.0,273669.0,206255.0,1326851,Europe,233,18176.0,5.0,11/07/2020
131,Djibouti,5604,,61.0,,5481.0,,62.0,,5644,61.0,86455.0,87064.0,993000,Africa,177,16279.0,11.0,11/07/2020
132,Nicaragua,5591,,157.0,,4225.0,,1209.0,,840,24.0,,,6652069,North America,1190,42370.0,,11/07/2020
133,Cyprus,5557,,27.0,,1882.0,,3648.0,7.0,4591,22.0,498638.0,411946.0,1210444,Asia,218,44831.0,2.0,11/07/2020
134,Congo,5379,,92.0,,3887.0,,1400.0,,967,17.0,,,5564749,Africa,1035,60486.0,,11/07/2020
135,Hong Kong,5362,,107.0,,5131.0,,124.0,8.0,713,14.0,3753969.0,499310.0,7518311,Asia,1402,70265.0,2.0,11/07/2020
136,Suriname,5227,,112.0,,5102.0,,13.0,6.0,8882,190.0,19613.0,33329.0,588473,South America,113,5254.0,30.0,11/07/2020
137,Rwanda,5208,,36.0,,4953.0,,219.0,,399,3.0,566009.0,43331.0,13062496,Africa,2508,362847.0,23.0,11/07/2020
138,Andorra,5135,,75.0,,3858.0,,1202.0,22.0,66422,970.0,146308.0,1892509.0,77309,Europe,15,1031.0,1.0,11/07/2020
139,Equatorial Guinea,5092,,85.0,,4968.0,,39.0,2.0,3589,60.0,66600.0,46946.0,1418648,Africa,279,16690.0,21.0,11/07/2020
140,Iceland,5039,,18.0,,4286.0,,735.0,4.0,14733,53.0,363854.0,1063835.0,342021,Europe,68,19001.0,1.0,11/07/2020
141,CAR,4866,,62.0,,1924.0,,2880.0,2.0,1001,13.0,32711.0,6732.0,4858885,Africa,999,78369.0,149.0,11/07/2020
142,Aruba,4578,,39.0,,4367.0,,172.0,4.0,42815,365.0,41437.0,387530.0,106926,North America,23,2742.0,3.0,11/07/2020
143,Mayotte,4550,,45.0,,2964.0,,1541.0,6.0,16541,164.0,15781.0,57369.0,275078,Africa,60,6113.0,17.0,11/07/2020
144,Guyana,4457,,133.0,,3467.0,,857.0,11.0,5657,169.0,21372.0,27126.0,787888,South America,177,5924.0,37.0,11/07/2020
145,Somalia,4229,,107.0,,3247.0,,875.0,,264,7.0,,,16044898,Africa,3794,149952.0,,11/07/2020
146,Martinique,4215,,33.0,,98.0,,4084.0,16.0,11235,88.0,54161.0,144367.0,375162,North America,89,11369.0,7.0,11/07/2020
147,Belize,4016,39.0,67.0,1.0,2330.0,7.0,1619.0,2.0,10037,167.0,24514.0,61265.0,400129,North America,100,5972.0,16.0,11/07/2020
148,Thailand,3830,12.0,60.0,,3644.0,5.0,126.0,1.0,55,0.9,977854.0,13997.0,69861797,Asia,18241,1164363.0,71.0,11/07/2020
149,Gambia,3684,,121.0,,3527.0,,36.0,,1510,50.0,21708.0,8897.0,2439886,Africa,662,20164.0,112.0,11/07/2020
150,Mali,3657,,137.0,,2817.0,,703.0,,179,7.0,79483.0,3887.0,20450117,Africa,5592,149271.0,257.0,11/07/2020
151,Uruguay,3370,,61.0,,2853.0,,456.0,6.0,969,18.0,337189.0,96950.0,3477975,South America,1032,57016.0,10.0,11/07/2020
152,South Sudan,2943,,59.0,,1290.0,,1594.0,,262,5.0,12044.0,1072.0,11239550,Africa,3819,190501.0,933.0,11/07/2020
153,Benin,2745,,43.0,,2466.0,,236.0,,224,4.0,259047.0,21178.0,12232065,Africa,4456,284467.0,47.0,11/07/2020
154,Burkina Faso,2562,,67.0,,2366.0,,129.0,,121,3.0,,,21099466,Africa,8236,314917.0,,11/07/2020
155,Togo,2460,,57.0,,1720.0,,683.0,,295,7.0,125867.0,15082.0,8345485,Africa,3392,146412.0,66.0,11/07/2020
156,Guinea-Bissau,2414,,42.0,,1862.0,,510.0,5.0,1217,21.0,,,1984001,Africa,822,47238.0,,11/07/2020
157,Sierra Leone,2373,,74.0,,1807.0,,492.0,,295,9.0,,,8033022,Africa,3385,108554.0,,11/07/2020
158,Yemen,2067,,602.0,,1375.0,,90.0,,69,20.0,16658.0,554.0,30052399,Asia,14539,49921.0,1804.0,11/07/2020
159,New Zealand,1976,2.0,25.0,,1908.0,3.0,43.0,,395,5.0,1132820.0,226469.0,5002100,Australia/Oceania,2531,200084.0,4.0,11/07/2020
160,Lesotho,1967,,44.0,,1024.0,,899.0,,916,20.0,23241.0,10819.0,2148206,Africa,1092,48823.0,92.0,11/07/2020
161,Chad,1538,,99.0,,1362.0,,77.0,,93,6.0,,,16586924,Africa,10785,167545.0,,11/07/2020
162,Liberia,1442,,82.0,,1310.0,,50.0,2.0,283,16.0,30332.0,5949.0,5098579,Africa,3536,62178.0,168.0,11/07/2020
163,Niger,1230,,69.0,,1143.0,,18.0,9.0,50,3.0,37896.0,1547.0,24503036,Africa,19921,355116.0,647.0,11/07/2020
164,Vietnam,1212,,35.0,,1070.0,,107.0,,12,0.4,1246480.0,12765.0,97645395,Asia,80566,2789868.0,78.0,11/07/2020
165,Curaçao,1053,,2.0,,783.0,,268.0,7.0,6408,12.0,13978.0,85061.0,164329,North America,156,82165.0,12.0,11/07/2020
166,San Marino,1043,,42.0,,754.0,,247.0,2.0,30716,1237.0,11257.0,331517.0,33956,Europe,33,808.0,3.0,11/07/2020
167,Sao Tome and Principe,960,,16.0,,910.0,,34.0,,4352,73.0,6484.0,29397.0,220568,Africa,230,13786.0,34.0,11/07/2020
168,Channel Islands,921,,48.0,,751.0,,122.0,10.0,5280,275.0,165849.0,950838.0,174424,Europe,189,3634.0,1.0,11/07/2020
169,Sint Maarten,877,,23.0,,780.0,,74.0,6.0,20374,534.0,6921.0,160781.0,43046,North America,49,1872.0,6.0,11/07/2020
170,Gibraltar,770,,,,673.0,,97.0,1.0,22857,,70708.0,2098970.0,33687,Europe,44,,0.0,11/07/2020
171,Liechtenstein,741,,3.0,,481.0,,257.0,15.0,19415,79.0,9155.0,239867.0,38167,Europe,52,12722.0,4.0,11/07/2020
173,Turks and Caicos,707,,6.0,,691.0,,10.0,1.0,18175,154.0,5032.0,129361.0,38899,North America,55,6483.0,8.0,11/07/2020
174,Burundi,606,,1.0,,511.0,,94.0,,50,0.08,49642.0,4133.0,12011621,Africa,19821,12011621.0,242.0,11/07/2020
175,Saint Martin,604,,12.0,,522.0,,70.0,4.0,15529,309.0,6373.0,163851.0,38895,North America,64,3241.0,6.0,11/07/2020
176,Papua New Guinea,597,,7.0,,580.0,,10.0,,66,0.8,29466.0,3272.0,9005676,Australia/Oceania,15085,1286525.0,306.0,11/07/2020
177,Taiwan,573,,7.0,,523.0,,43.0,,24,0.3,103389.0,4338.0,23832002,Asia,41592,3404572.0,231.0,11/07/2020
178,Comoros,557,,7.0,,525.0,,25.0,,636,8.0,,,875992,Africa,1573,125142.0,,11/07/2020
179,Tanzania,509,,21.0,,183.0,,305.0,7.0,8,0.3,,,60315774,Africa,118499,2872180.0,,11/07/2020
180,Faeroe Islands,495,,,,492.0,,3.0,,10117,,156744.0,3203564.0,48928,Europe,99,,0.0,11/07/2020
181,Eritrea,484,,,,429.0,,55.0,,136,,,,3563516,Africa,7363,,,11/07/2020
182,Monaco,454,,2.0,,331.0,,121.0,5.0,11540,51.0,51953.0,1320615.0,39340,Europe,87,19670.0,1.0,11/07/2020
183,Mauritius,453,,10.0,,416.0,,27.0,,356,8.0,278091.0,218537.0,1272514,Africa,2809,127251.0,5.0,11/07/2020
184,Bhutan,358,,,,338.0,5.0,20.0,,462,,180939.0,233597.0,774577,Asia,2164,,4.0,11/07/2020
185,Isle of Man,357,,24.0,,326.0,,7.0,,4191,282.0,16578.0,194598.0,85191,Europe,239,3550.0,5.0,11/07/2020
